a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0.5882353,0,0,0,0,0,0.5882353
try0.5757576,0,0,0,0,0,0.5918368
try0.8823529,0,0,0,0,0,0.6769231
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,1,0,0,0,0,1
try1,0.6206896,0,0,0,0,0.7435898
try2,0.5,0,0,0,0,0.6724138
try3,0.7083333,0,0,0,0,0.691358
try4,1,0,0,0,0,0.7446808
try5,0.5384616,0,0,0,0,0.7058824
try6,1,0,0,0,0,0.740458
try7,1,0,0,0,0,0.7676057
try8,0.7391304,0,0,0,0,0.7682927
try9,0.3666667,0,0,0,0,0.7098446
try10,0.875,0,0,0,0,0.7259616
try11,1.25,0,0,0,0,0.7579909
try12,0.483871,0,0,0,0,0.7269076
try13,0.5833333,0,0,0,0,0.7169118
try14,0.75,0,0,0,0,0.7208481
try15,0.7777778,0,0,0,0,0.7266667
try16,0.9375,0,0,0,0,0.7396826
try17,0.3823529,0,0,0,0,0.7068965
try18,0.6666667,0,0,0,0,0.7065217
try19,0.55,0,0,0,0,0.7002584
try20,0.3636364,0,0,0,0,0.6838235
try21,1,0,0,0,0,0.6952381
try22,0.9375,0,0,0,0,0.7057471
try23,0.8095238,0,0,0,0,0.7120879
try24,0.4333333,0,0,0,0,0.696281
try25,0.6666667,0,0,0,0,0.6967871
try26,0.3529412,0,0,0,0,0.6760828
try27,0.8181818,0,0,0,0,0.6802218
try28,1.153846,0,0,0,0,0.6925859
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.7391304,0,0,0,0,0.7391304
try1,0.7368421,0,0,0,0,0.7560976
try2,0.65,0,0,0,0,0.7333333
try3,0.9166667,0,0,0,0,0.7746479
try4,0.9333333,0,0,0,0,0.8117647
try5,0.875,0,0,0,0,0.83
try6,0.5882353,0,0,0,0,0.8017241
try7,1,0,0,0,0,0.8253968
try8,0.8235294,0,0,0,0,0.8309859
try9,0.8,0,0,0,0,0.8322982
try10,0.75,0,0,0,0,0.8277778
try11,0.7727273,0,0,0,0,0.8258706
try12,0.7647059,0,0,0,0,0.8248848
try13,0.7222222,0,0,0,0,0.8205128
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.4,0,0,0,0,0.4
try1,0.5882353,0,0,0,0,0.4931507
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.9333333,0,0,0,0,0.9333333
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.9166667,0,0,0,0,0.9166667
try1,1,0,0,0,0,1
