a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,1,0,0,0,0,0.8363636
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.8076923,0.9642857,0.8260869,0,0,0.8701299
try1,1,0.9642857,0.8260869,0,0,0.9032258
try2,0.7777778,0.9642857,0.8260869,0,0,0.8909091
try3,0.7894737,0.9642857,0.8260869,0,0,0.8828125
try4,1,0.9642857,0.8260869,0,0,0.9027778
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.9130435,1.352941,0,0,0,1.1
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.5,1.142857,0,0,0,0.6607143
try1,0.95,1.142857,0,0,0,0.7466667
try2,0.6774194,0.5806451,0,0,0,0.6985294
try3,0.7,0.8275862,0,0,0,0.7216495
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.875,1.625,0,0,0,1.175
try1,0.65625,0.6,1.272727,0,0,0.8913044
try2,0.9473684,0,0,0,0,0.9038461
a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
