a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0.1764706,0,0,0,0,0,0.1764706
try0.09090909,0,0,0,0,0,0.122449
try0.1764706,0,0,0,0,0,0.1384615
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.2727273,0,0,0,0,0.2727273
try1,0.1034483,0,0,0,0,0.1538462
try2,0.15,0,0,0,0,0.1551724
try3,0.125,0,0,0,0,0.1481481
try4,0.2142857,0,0,0,0,0.1595745
try5,0.1153846,0,0,0,0,0.1512605
try6,0.2307692,0,0,0,0,0.1603053
try7,0.25,0,0,0,0,0.1690141
try8,0.1304348,0,0,0,0,0.1646342
try9,0.1,0,0,0,0,0.1554404
try10,0.1875,0,0,0,0,0.1586538
try11,0.25,0,0,0,0,0.1643836
try12,0.09677419,0,0,0,0,0.1566265
try13,0.125,0,0,0,0,0.1544118
try14,0.25,0,0,0,0,0.1590106
try15,0.1666667,0,0,0,0,0.16
try16,0.1875,0,0,0,0,0.1619048
try17,0.0882353,0,0,0,0,0.1551724
try18,0.1428571,0,0,0,0,0.1548913
try19,0.15,0,0,0,0,0.1550388
try20,0.1363636,0,0,0,0,0.1544118
try21,0.2307692,0,0,0,0,0.1571429
try22,0.1875,0,0,0,0,0.1586207
try23,0.1428571,0,0,0,0,0.1582418
try24,0.1,0,0,0,0,0.1549587
try25,0.2,0,0,0,0,0.1566265
try26,0.0882353,0,0,0,0,0.1525424
try27,0.2727273,0,0,0,0,0.155268
try28,0.2307692,0,0,0,0,0.1573237
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.1304348,0,0,0,0,0.1304348
try1,0.1578947,0,0,0,0,0.1463415
try2,0.15,0,0,0,0,0.15
try3,0.25,0,0,0,0,0.1690141
try4,0.2,0,0,0,0,0.1764706
try5,0.1875,0,0,0,0,0.18
try6,0.1764706,0,0,0,0,0.1810345
try7,0.2727273,0,0,0,0,0.1904762
try8,0.1764706,0,0,0,0,0.1901408
try9,0.15,0,0,0,0,0.1863354
try10,0.15,0,0,0,0,0.1833333
try11,0.1363636,0,0,0,0,0.1791045
try12,0.1764706,0,0,0,0,0.1797235
try13,0.1666667,0,0,0,0,0.1794872
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.075,0,0,0,0,0.075
try1,0.0882353,0,0,0,0,0.08219178
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.2,0,0,0,0,0.2
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.25,0,0,0,0,0.25
try1,0.5,0,0,0,0,0.3529412
a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
