a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.15,0,0,0,0,0.15
try1,0.0952381,0.07692308,0,0,0,0.1132075
try2,0.1363636,0,0,0,0,0.1216216
try3,0.1034483,0,0,0,0,0.1176471
try4,0.2307692,0,0,0,0,0.131579
try5,0.1071429,0,0,0,0,0.1276596
try6,0.1578947,0,0,0,0,0.1320755
try7,0.2727273,0,0,0,0,0.1420118
try8,0.12,0,0,0,0,0.1398964
try9,0.125,0,0,0,0,0.1388889
