a7,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.03846154,0.07692308,0,0,0,0.04
try1,0.04545455,0.05,0,0,0,0.04316547
try2,0.03030303,0,0.07407407,0,0,0.04072398
try3,0.03333334,0.03703704,0,0,0,0.03956835
