Time,Score
0,0
12.36236,50
16.14648,0
25.05901,60
26.52551,0
35.30253,130
36.84012,0
46.1876,130
46.94315,0
58.01733,140
59.51539,0
71.01457,140
73.32018,140
Time,Score
0,0
11.39526,90
