a7,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.04761905,0.07407407,0,0,0,0.04225352
try1,0.04761905,0.07407407,0,0,0,0.04958678
try2,0.04761905,0,0.0952381,0,0,0.04736842
try3,0.04761905,0.03703704,NaN,0,0,0.04621849
