Time,Stage
0,1
30.61754,0
33.04835,1
63.23699,1
65.30666,2
84.25938,0
86.19757,1
117.6817,0
119.002,1
162.0896,0
163.7576,1
185.1757,0
186.498,1
224.3974,0
225.9978,1
257.4949,0
259.2317,1
275.6558,0
277.1359,1
305.7976,0
307.1406,1
352.3517,1
354.8942,1
