a3,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.75,0,0,0,0,0.75
try1,0.7307692,0,0,0,0,0.7555556
try2,0.6666667,0,0,0,0,0.7323943
try3,0.6896552,0,0,0,0,0.7272727
try4,0.8636364,0,0,0,0,0.7583333
a3,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,1.142857,0,0,0,0,1.142857
