a6,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.65625,0.7714286,0.875,1.2,0,0.8073394
try1,1.05,0.8235294,1.076923,1.333333,0,0.8984771
try2,1.166667,1.227273,0.875,0.7727273,0,0.9198718
try3,0.7241379,0.8,1.4,1.060606,1,0.9325581
try4,1.166667,0.9285714,0,0,0,0.9431579
try5,0.7391304,0,0,0,0,0.9356137
