a6,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.0625,0,0.03125,0,0,0.02752294
try1,0.05,0.02941176,0.03846154,0,0,0.03045685
try2,0,0,0,0.06818182,0,0.02884615
try3,0.06896552,0.02857143,0,0,0,0.02790698
try4,0,0.1071429,0,0,0,0.03157895
try5,0,0,0,0,0,0.03018109
