Time,Score
0,0
86.85608,210
89.10535,210
173.1158,420
175.155,420
245.8145,650
248.236,0
310.141,210
313.2108,210
405.4066,420
407.3785,420
413.9123,440
415.726,0
508.3167,210
517.4167,210
580.9294,420
582.8253,420
650.3203,630
652.7591,0
754.1227,210
771.8762,210
868.4075,420
870.2797,420
872.613,420
