a7,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.8076923,1.038462,1,0,0,0.9466667
try1,0.9545454,0.675,0.6666667,0,0,0.8705036
try2,0.6363636,1.173913,0.7777778,0,0,0.8597285
try3,0.7,1,0,0,0,0.8561151
