a4,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.2727273,0,0,0,0,0.2727273
try1,0.2727273,0,0,0,0,0.2727273
try2,0.2,0,0,0,0,0.2432432
try3,0.4285715,0,0,0,0,0.2727273
try4,0.5,0,0,0,0,0.2916667
