Time,Score
0,0
30.61754,160
33.04835,0
63.23699,210
65.30666,210
84.25938,370
86.19757,0
117.6817,160
119.002,0
162.0896,180
163.7576,0
185.1757,130
186.498,0
224.3974,190
225.9978,0
257.4949,170
259.2317,0
275.6558,110
277.1359,0
305.7976,160
307.1406,0
352.3517,210
354.8942,210
