a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.8,0,0,0,0,0.8
try1,1,1.692308,0,0,0,1.113208
try2,0.7272727,0,0,0,0,1.013514
try3,0.6206896,0,0,0,0,0.9117647
try4,1,0,0,0,0,0.9298246
try5,0.6785714,0,0,0,0,0.8865248
try6,0.8947368,0,0,0,0,0.8930818
try7,1,0,0,0,0,0.9053255
try8,0.64,0,0,0,0,0.8756477
try9,0.875,0,0,0,0,0.8796296
