a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.1875,0,0,0,0,0.1875
try1,0.0952381,0.04545455,0,0,0,0.1016949
try2,0.1875,0,0,0,0,0.12
try3,0.1666667,0,0,0,0,0.1290323
try4,0.2307692,0,0,0,0,0.1415094
try5,0.1578947,0,0,0,0,0.144
try6,0.1764706,0,0,0,0,0.1478873
try7,0.2727273,0,0,0,0,0.1568627
try8,0.1875,0,0,0,0,0.1597633
try9,0.1428571,0,0,0,0,0.1578947
