a4,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.2142857,0,0,0,0,0.2142857
try1,0.2,0,0,0,0,0.2142857
try2,0.2142857,0,0,0,0,0.2195122
try3,0.2727273,0,0,0,0,0.2352941
try4,0.2857143,0,0,0,0,0.245614
