Time,Score
0,0
91.0246,210
92.96289,210
158.0408,420
159.8385,420
238.2553,700
239.8888,700
288.6129,980
290.0597,980
444.6974,1330
450.3051,1330
460.0761,1360
Time,Score
0,0
89.03199,210
91.04108,210
157.0417,420
158.5855,420
271.8168,700
273.1995,700
369.803,980
371.6581,980
500.3609,1330
503.7682,1330
Time,Score
0,0
69.88892,210
72.50923,210
147.5758,420
148.6667,420
152.4724,440
