a4,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.7857143,0,0,0,0,0.7857143
try1,0.7333333,0,0,0,0,0.7857143
try2,1.071429,0,0,0,0,0.902439
try3,0.6363636,0,0,0,0,0.8627451
try4,0.5714286,0,0,0,0,0.8421053
