a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0,0,0,0,0
a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0,0,0,0,0
a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.1363636,0,0,0,0,0.1363636
try1,0.2142857,0,0,0,0,0.1714286
try2,0.1875,0,0,0,0,0.18
try3,0.2307692,0,0,0,0,0.1935484
try4,0.1034483,0,0,0,0,0.1666667
a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0,0,0,0,0
a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0,0,0,0,0
