Time,Stage
0,1
48.44268,1
50.90013,2
96.32848,2
98.43287,3
158.052,3
160.4463,4
170.3949,0
172.2771,1
200.9334,1
203.4225,2
251.7275,2
253.303,3
355.6607,3
357.1162,4
366.8252,0
368.8359,1
407.1186,1
408.8483,2
447.2935,2
449.0329,3
502.9086,3
504.2643,4
562.7801,0
564.7944,1
603.4821,1
605.6843,2
656.6549,2
661.6447,3
738.7598,3
740.4462,4
775.7867,4
777.386,5
780.1866,0
781.9794,1
819.9188,1
822.4552,2
872.7445,0
875.0063,1
900.0014,1
