Time,Score
0,0
57.63471,40
62.12065,0
108.0274,0
109.3313,0
142.4453,0
143.5837,0
237.2457,380
238.1994,0
330.3604,380
331.8138,0
394.3172,130
395.4386,0
463.7472,170
464.8855,0
523.17,40
523.741,0
581.1882,40
582.2232,0
632.2011,0
633.5897,0
685.8167,0
687.1036,0
775.6648,340
776.8188,0
832.2481,80
833.2189,0
895.9066,90
896.9433,0
900.0155,0
