Type,Time,AllTime,Score,Block
Start,4.123598,4.122087,0,21
Hit,5.281742,5.281742,0,21
Hit,6.469582,6.469582,0,21
Hit,7.657368,7.657368,10,20
Hit,8.844904,8.844904,20,19
Hit,10.12946,10.12946,20,19
Hit,11.41357,11.41357,20,19
Hit,12.69757,12.69757,30,18
Hit,13.98169,13.98169,40,17
Hit,15.35736,15.35736,50,16
Hit,16.73392,16.73392,50,16
Hit,18.10986,18.10986,60,15
Hit,19.48551,19.48551,70,14
Hit,20.95596,20.95596,80,13
Hit,22.42983,22.42983,80,13
Hit,23.90067,23.90067,80,13
Hit,25.63555,25.63555,80,13
Hit,27.27512,27.27512,80,13
Hit,28.91585,28.91585,80,13
Hit,30.36775,30.36775,90,12
Hit,31.80665,31.80665,100,11
Hit,33.51397,33.51397,100,11
Hit,35.13285,35.13285,110,10
Hit,37.62992,37.62992,140,7
Hit,39.56901,39.56901,150,6
Hit,41.19003,41.19003,150,6
Hit,42.49717,42.49717,160,5
Hit,44.11755,44.11755,160,5
Hit,45.42487,45.42487,160,5
Hit,47.04581,47.04581,160,5
Miss,48.73858,48.73707,160,5
Start,0.2810714,49.13888,160,5
Hit,1.723981,50.58181,160,5
Hit,3.195839,52.05367,160,5
Hit,4.667451,53.52532,160,5
Hit,6.37891,55.23683,170,4
Hit,7.980005,56.838,180,3
Hit,9.964029,58.82205,180,3
Hit,11.9481,60.80615,180,3
Hit,13.93189,62.78993,180,3
Hit,15.91523,64.77345,180,3
Hit,17.89926,66.75765,180,3
Hit,19.88303,68.74141,180,3
Hit,21.86788,70.72626,180,3
Hit,23.85075,72.7093,180,3
Hit,25.836,74.69427,180,3
Hit,27.81942,76.6777,180,3
Hit,29.80335,78.66154,180,3
Hit,31.78735,80.64542,180,3
Hit,33.77121,82.62903,180,3
Hit,35.755,84.61291,180,3
Hit,37.73891,86.59683,180,3
Hit,39.72396,88.58186,180,3
Hit,41.70806,90.56578,180,3
Hit,43.69142,92.54898,180,3
Hit,45.67602,94.53346,180,3
Hit,47.65965,96.51705,180,3
Hit,49.64359,98.50104,180,3
Hit,51.62632,100.4836,180,3
Hit,53.61214,102.4693,180,3
Hit,55.5962,104.4532,180,3
Hit,57.6382,106.4955,180,3
Miss,57.65713,106.5144,180,3
Start,0.4241455,107.0274,180,3
Hit,1.865231,108.4685,180,3
Hit,3.067955,109.6714,190,2
Hit,4.158863,110.7623,190,2
Hit,5.252079,111.8556,190,2
Hit,6.343055,112.9467,190,2
Hit,7.435965,114.0395,190,2
Hit,8.526073,115.1296,190,2
Hit,9.619697,116.2232,190,2
Hit,10.71212,117.3157,190,2
Hit,11.66387,118.2676,200,1
Hit,12.75618,119.3598,200,1
Hit,13.84711,120.4507,200,1
Hit,14.93946,121.5431,200,1
Hit,16.03028,122.6339,200,1
Hit,17.12369,123.7272,200,1
Hit,18.21626,124.8199,200,1
Hit,19.30803,125.9114,200,1
Start,1.502838,135.5638,210,21
Hit,2.659257,136.72,210,21
Hit,3.84927,137.91,210,21
Hit,5.037095,139.098,210,21
Hit,6.225286,140.2861,210,21
Hit,7.412183,141.4732,210,21
Hit,8.601228,142.6622,210,21
Hit,9.788877,143.8494,220,20
Hit,10.97664,145.0371,230,19
Hit,12.2607,146.3211,230,19
Hit,13.54512,147.6058,230,19
Hit,14.82935,148.8901,250,17
Hit,16.11255,150.1731,260,16
Hit,17.39717,151.4575,260,16
Hit,18.68017,152.7405,260,16
Hit,20.05651,154.1172,260,16
Hit,21.33921,155.3998,270,15
Hit,22.71708,156.7775,280,14
Hit,24.09305,158.1537,280,14
Hit,25.19512,159.2555,280,14
Hit,26.04612,160.1064,290,13
Hit,26.89786,160.9582,290,13
Hit,27.74996,161.8103,290,13
Hit,28.67101,162.7312,290,13
Hit,29.65819,163.7184,300,12
Hit,30.71499,164.7754,300,12
Hit,31.63422,165.6945,310,11
Hit,32.48696,166.5469,320,10
Hit,33.33892,167.3989,330,9
Hit,34.32679,168.3867,340,8
Hit,35.24644,169.3067,350,7
Hit,36.30234,170.3625,350,7
Hit,40.23384,174.294,360,6
Hit,46.33109,180.3906,370,5
Hit,49.89115,183.9497,370,5
Hit,50.87097,184.9294,370,5
Hit,51.78322,185.8414,370,5
Hit,52.6951,186.7534,380,4
Hit,53.67488,187.7329,380,4
Hit,54.65495,188.7131,380,4
Hit,55.63436,189.6923,390,3
Hit,56.68207,190.7399,390,3
Hit,57.73127,191.7893,390,3
Hit,58.77465,192.8329,390,3
Hit,59.81913,193.8773,390,3
Hit,60.7935,194.8517,390,3
Hit,61.83911,195.8974,400,2
Hit,62.81466,196.8729,410,1
Hit,63.85731,197.9157,410,1
Hit,64.90125,198.9598,410,1
Hit,65.94719,200.0059,410,1
Hit,66.99133,201.0499,410,1
Hit,68.03526,202.0941,410,1
Start,0.9677734,204.8422,420,28
Hit,2.034064,205.9086,420,28
Hit,3.128943,207.0033,420,28
Hit,4.224891,208.0992,420,28
Hit,5.321566,209.1958,420,28
Hit,6.418636,210.2931,420,28
Hit,7.513872,211.3883,420,28
Hit,8.60952,212.4836,430,27
Hit,9.704779,213.5789,440,26
Hit,11.10237,214.9762,450,25
Hit,12.79338,216.6671,450,25
Hit,14.62594,218.5,460,24
Hit,16.70163,220.5757,470,23
Hit,18.77867,222.6523,470,23
Hit,20.85469,224.7283,480,22
Hit,22.93044,226.8039,480,22
Hit,25.00611,228.8795,490,21
Hit,26.71269,230.5861,490,21
Hit,28.04702,231.9204,490,21
Hit,29.38306,233.2563,500,20
Hit,30.71993,234.5927,510,19
Hit,32.05603,235.9286,520,18
Hit,33.50082,237.3734,520,18
Hit,34.73284,238.6058,530,17
Miss,36.00955,239.8823,550,15
Start,0.6577995,240.6249,550,15
Hit,1.81667,241.7839,550,15
Hit,3.10052,243.0681,550,15
Hit,4.288654,244.2563,560,14
Hit,5.571647,245.5392,570,13
Hit,6.856615,246.8241,570,13
Hit,8.232552,248.1998,570,13
Hit,9.515286,249.4826,580,12
Hit,10.89192,250.8591,580,12
Hit,12.17672,252.1441,580,12
Hit,13.55253,253.5201,590,11
Hit,14.92844,254.8963,600,10
Hit,16.30342,256.2715,610,9
Hit,17.58734,257.5556,620,8
Hit,19.05931,259.0272,620,8
Miss,20.41228,260.3802,620,8
Start,1.498795,261.9851,620,8
Hit,2.845666,263.3315,620,8
Hit,5.694055,266.1795,630,7
Hit,9.635619,270.12,640,6
Hit,15.88251,276.3642,640,6
Hit,24.18329,284.6595,660,4
Hit,33.05134,293.5245,670,3
Hit,41.91917,302.3893,670,3
Hit,50.78819,311.2564,670,3
Hit,59.93821,320.4059,680,2
Miss,59.95438,320.422,680,2
Start,0.3872745,320.9105,680,2
Hit,1.733622,322.2572,690,1
Hit,3.206306,323.7299,690,1
Hit,4.678158,325.2018,690,1
Hit,6.054227,326.577,690,1
Hit,7.525352,328.0478,690,1
Hit,8.997277,329.5189,690,1
