Type,Time,AllTime,Score,Block
Start,2.042297,2.039974,0,21
Hit,2.916123,2.916123,0,21
Hit,3.811836,3.811836,0,21
Hit,4.706504,4.706504,10,20
Miss,5.652969,5.651091,20,19
Start,0.3321351,6.067615,20,19
Hit,1.271639,7.007121,20,19
Hit,1.918967,7.654445,20,19
Hit,2.626734,8.362203,20,19
Hit,2.629595,8.365063,20,19
Miss,3.525826,9.261276,20,19
Start,0.03128187,9.371451,20,19
Hit,0.9808292,10.32102,30,18
Miss,2.594969,11.93517,40,17
Start,0.441649,12.51453,40,17
Hit,1.455382,13.52825,40,17
Miss,2.146619,14.2195,40,17
Start,0.1718824,14.45032,40,17
Miss,1.234999,15.51343,50,16
Start,0.2225017,15.81834,50,16
Hit,1.310375,16.9062,50,16
Hit,1.996112,17.59195,50,16
Hit,2.680298,18.27614,60,15
Hit,3.425461,19.02129,60,15
Miss,3.448533,19.04437,60,15
Start,0.3846714,19.49076,60,15
Hit,1.475319,20.58142,70,14
Miss,2.5343,21.64041,70,14
Start,0.239096,21.95416,70,14
Miss,1.516816,23.23191,90,12
Start,0.3144687,25.5575,0,21
Hit,1.185978,26.429,0,21
Hit,2.082402,27.32541,0,21
Hit,2.977242,28.22025,10,20
Hit,3.898198,29.1412,20,19
Miss,3.924881,29.16788,20,19
Start,0.4058028,29.66192,20,19
Hit,1.345887,30.60202,20,19
Hit,2.309874,31.566,20,19
Hit,3.283846,32.53996,30,18
Miss,4.386214,33.64232,30,18
Start,0.2182368,33.9239,30,18
Hit,1.23033,34.93602,30,18
Hit,6.825886,40.53152,60,15
Miss,8.984736,42.69033,70,14
Start,0.09198878,42.95604,70,14
Hit,1.110077,43.97411,80,13
Miss,1.15812,44.02216,80,13
Start,0.1438608,44.25993,80,13
Miss,1.276309,45.39241,80,13
Start,0.08935889,45.56472,80,13
Hit,1.176673,46.65205,90,12
Miss,1.303105,46.77848,90,12
Start,0.2878894,47.29195,90,12
Miss,1.564572,48.56864,110,10
Start,0.2026218,48.85359,110,10
Hit,1.28697,49.9379,110,10
Miss,2.299415,50.95029,110,10
Start,0.1690545,52.37054,0,21
Hit,1.041177,53.24271,0,21
Hit,1.93726,54.13883,0,21
Hit,2.83308,55.03469,10,20
Hit,3.728567,55.93024,20,19
Hit,4.693159,56.8948,20,19
Miss,5.705781,57.90748,20,19
Start,0.2605629,58.25115,20,19
Hit,1.202408,59.19299,30,18
Hit,2.165772,60.15638,40,17
Miss,3.251829,61.24245,40,17
Start,0.134526,61.45933,40,17
Hit,1.147003,62.47181,50,16
Hit,1.806218,63.13101,50,16
Miss,1.90268,63.22747,50,16
Start,0.3384286,63.76319,50,16
Hit,1.438288,64.86295,50,16
Miss,3.47232,66.89712,60,15
Start,0.2149576,67.1712,60,15
Miss,1.350514,68.30684,70,14
Start,0.1923431,68.58053,70,14
Hit,1.275199,69.66334,70,14
Miss,2.221267,70.60932,80,13
Start,0.1992394,70.89155,80,13
Miss,1.333081,72.02541,80,13
Start,0.2229407,72.33192,80,13
Hit,1.307238,73.41615,80,13
Hit,2.158112,74.26714,80,13
Miss,2.83233,74.94131,90,12
Start,3.593468,79.9687,0,21
Hit,4.464856,80.84008,0,21
Hit,5.361743,81.73693,0,21
Miss,6.16421,82.53944,10,20
Start,0.1729046,82.77784,10,20
Hit,1.113566,83.71846,10,20
Miss,2.059555,84.66448,20,19
Start,0.1906466,84.93773,20,19
Hit,1.130678,85.87774,30,18
Hit,2.096182,86.84328,30,18
Miss,3.180352,87.92744,30,18
Start,0.1431795,88.15246,30,18
Hit,1.157317,89.16655,40,17
Miss,1.364122,89.37333,40,17
Start,0.04811399,89.79235,40,17
Miss,1.182675,90.92666,40,17
Start,0.1918305,91.20015,40,17
Hit,1.276313,92.28448,50,16
Hit,2.238738,93.24686,60,15
Hit,3.347455,94.35562,60,15
Miss,4.432724,95.441,60,15
Start,0.379203,95.90403,60,15
Miss,1.656615,97.18154,80,13
Start,0.2568702,97.52168,80,13
Miss,1.392004,98.65684,80,13
Start,0.5450459,100.5733,0,21
Hit,1.418289,101.4465,0,21
Hit,2.313988,102.3421,0,21
Hit,3.210344,103.2385,10,20
Hit,4.106442,104.1347,20,19
Hit,5.070363,105.0986,20,19
Hit,6.033648,106.0618,20,19
Miss,7.048059,107.0763,30,18
Start,0.2858904,107.4437,30,18
Miss,1.347906,108.5056,30,18
Start,0.1687104,108.7565,30,18
Hit,1.190912,109.7787,40,17
Hit,2.522955,111.1107,40,17
Miss,3.195014,111.7827,40,17
Start,0.08795248,111.9324,40,17
Hit,1.172179,113.0168,40,17
Hit,4.280176,116.1247,50,16
Miss,4.295196,116.1397,50,16
Start,0.3629905,116.5793,50,16
Hit,1.479206,117.6954,60,15
Miss,1.49054,117.7067,60,15
Start,0.3324861,118.1004,60,15
Hit,1.56085,119.3286,80,13
Miss,2.573143,120.3409,80,13
Start,0.3717605,120.7955,80,13
Miss,1.504827,121.9285,80,13
Start,0.3116488,122.324,80,13
Miss,1.445556,123.4579,80,13
Start,0.879471,133.8395,0,21
Hit,1.751682,134.7117,0,21
Hit,2.647849,135.6079,0,21
Hit,3.543901,136.5039,10,20
Hit,4.439848,137.4001,20,19
Hit,5.403904,138.3645,20,19
Miss,6.416551,139.3773,20,19
Start,0.2931206,139.7527,20,19
Hit,1.234176,140.6936,30,18
Miss,2.73556,142.1947,30,18
Start,0.1373599,142.4634,30,18
Hit,1.156934,143.4829,30,18
Hit,2.267942,144.5935,40,17
Miss,3.269747,145.5951,40,17
Start,0.2145908,145.896,40,17
Miss,1.348145,147.0293,40,17
Start,0.246376,147.359,40,17
Hit,1.32947,148.4422,50,16
Miss,2.342562,149.4555,60,15
Start,0.2126083,149.7509,60,15
Hit,1.51287,151.051,80,13
Miss,1.537311,151.0755,80,13
Start,0.2423442,151.4073,80,13
Hit,1.327415,152.4922,80,13
Hit,6.884452,158.0492,90,12
Hit,13.78553,164.9506,110,10
Hit,22.83093,173.9946,130,8
Miss,22.84725,174.0109,130,8
Start,0.2732387,174.365,130,8
Miss,1.406501,175.4983,130,8
Start,0.5459324,177.6988,0,21
Hit,1.419268,178.5723,0,21
Hit,2.315729,179.4688,0,21
Hit,3.209738,180.3629,10,20
Hit,4.106792,181.26,20,19
Hit,5.071826,182.2252,20,19
Hit,6.035823,183.1892,20,19
Hit,9.897337,187.0503,20,19
Hit,13.75357,190.9059,30,18
Hit,18.01769,195.1695,40,17
Miss,18.53341,195.6851,40,17
Start,0.4887288,197.8483,40,17
Hit,1.429762,198.789,50,16
Hit,2.117925,199.4771,60,15
Hit,2.808325,200.1674,60,15
Miss,3.536205,200.8953,70,14
Start,0.2608175,201.216,70,14
Hit,1.297808,202.2533,70,14
Miss,1.322447,202.278,70,14
Start,0.2174121,202.5848,70,14
Hit,1.229293,203.5965,80,13
Miss,2.242476,204.6096,90,12
Start,0.2598412,204.9529,90,12
Hit,1.342678,206.0354,90,12
Hit,2.379493,207.072,90,12
Hit,3.360057,208.0525,90,12
Hit,3.547272,208.2397,90,12
Miss,3.555035,208.2475,90,12
Start,0.397319,208.7052,90,12
Hit,1.481764,209.7897,100,11
Miss,2.521204,210.829,110,10
Start,0.258867,211.1671,110,10
Miss,1.536393,212.4444,130,8
Start,0.1748019,212.7029,130,8
Miss,1.308178,213.8362,130,8
Start,0.1276126,215.2826,0,21
Hit,0.9992831,216.1541,0,21
Hit,1.896071,217.0508,0,21
Hit,2.792949,217.9476,10,20
Hit,3.689005,218.8439,20,19
Hit,4.651213,219.806,20,19
Miss,5.665706,220.8204,20,19
Start,0.2990839,221.2025,20,19
Hit,1.238611,222.1423,30,18
Miss,2.253892,223.1578,40,17
