Type,Time,AllTime,Score,Block
Start,0.2198972,223.46,40,17
Hit,1.231893,224.4718,40,17
Miss,2.518331,225.7584,50,16
Start,0.1363467,225.9714,50,16
Hit,1.149052,226.9844,60,15
Miss,2.162619,227.9977,70,14
Start,0.06808802,228.147,70,14
Miss,1.202083,229.2814,70,14
Start,0.1988385,229.5634,70,14
Hit,1.301998,230.6663,80,13
Miss,1.385571,230.7498,80,13
Start,0.07090028,231.0432,80,13
Miss,1.396353,232.3686,100,11
Start,0.1747907,232.6271,100,11
Miss,1.309516,233.7618,100,11
Start,0.4560081,235.5692,0,21
Hit,1.326946,236.4403,0,21
Hit,2.224028,237.3373,0,21
Hit,3.119961,238.2334,10,20
Miss,4.065104,239.1786,20,19
Start,0.3742091,239.6344,20,19
Hit,1.315592,240.5758,20,19
Hit,2.278492,241.5384,20,19
Hit,9.997538,249.2576,20,19
Hit,19.96267,259.2239,20,19
Miss,20.8417,260.1028,30,18
Start,0.5395952,260.7134,30,18
Miss,1.529046,261.7035,40,17
Start,0.273282,262.0595,40,17
Hit,1.28526,263.0722,40,17
Miss,3.890186,265.6784,40,17
Start,0.6011205,266.5081,40,17
Hit,1.612602,267.52,50,16
Hit,6.998745,272.907,70,14
Hit,16.58234,282.4901,80,13
Hit,16.58511,282.4929,80,13
Hit,16.58711,282.4948,80,13
Miss,16.68516,282.5927,80,13
Start,0.16969,283.1404,80,13
Hit,1.254016,284.225,80,13
Hit,2.302073,285.2728,80,13
Miss,2.33914,285.31,80,13
Start,0.2687462,285.6617,80,13
Miss,1.402912,286.7957,90,12
Start,0.1916769,287.069,90,12
Miss,1.516418,288.3944,110,10
Start,0.5215118,292.6494,0,21
Hit,1.394409,293.5226,0,21
Hit,2.289181,294.4171,0,21
Hit,3.18636,295.3145,10,20
Hit,4.081406,296.2097,20,19
Hit,5.046332,297.175,20,19
Miss,6.059224,298.1881,20,19
Start,0.1956335,298.4654,20,19
Hit,1.136551,299.4069,30,18
Hit,2.101185,300.3712,40,17
Miss,3.186568,301.4576,40,17
Start,0.09485932,301.6349,40,17
Hit,1.108398,302.6492,50,16
Miss,2.396596,303.9376,60,15
Start,0.07193237,304.0836,60,15
Hit,1.167796,305.1799,60,15
Hit,2.569895,306.5819,60,15
Hit,4.804699,308.8169,70,14
Miss,6.55223,310.5652,80,13
Start,0.1240251,310.7588,80,13
Miss,1.40224,312.0376,100,11
Start,0.1822207,312.3017,100,11
Miss,1.316131,313.4364,100,11
Start,0.3352842,313.8557,100,11
Hit,1.425246,314.946,100,11
Miss,2.297084,315.8185,100,11
Start,0.4022378,316.2971,100,11
Miss,1.535195,317.4309,100,11
Start,0.1611072,319.2481,0,21
Miss,1.083039,320.1697,0,21
Start,0.2033099,320.4554,0,21
Hit,1.1066,321.3589,10,20
Miss,1.119637,321.372,10,20
Start,0.1980288,321.6329,10,20
Hit,1.159334,322.5939,10,20
Miss,1.192294,322.6268,10,20
Start,0.2403913,322.9748,10,20
Miss,1.230218,323.9649,20,19
Start,0.11065,324.1592,20,19
