Type,Time,AllTime,Score,Block
Hit,7.047422,197.8247,30,18
Hit,8.009774,198.7872,40,17
Hit,9.046824,199.8242,50,16
Hit,10.08261,200.8602,50,16
Hit,11.11921,201.8967,60,15
Hit,12.15542,202.9328,70,14
Hit,13.26288,204.0403,80,13
Hit,14.37073,205.1483,80,13
Hit,15.47946,206.2574,80,13
Hit,16.58739,207.3654,80,13
Hit,17.69555,208.4734,80,13
Hit,18.59085,209.3689,80,13
Hit,19.6375,210.4156,90,12
Hit,20.55343,211.3315,100,11
Hit,21.68504,212.4631,100,11
Miss,22.72342,213.5016,110,10
Start,0.1880675,213.7735,110,10
Hit,1.271117,214.8565,110,10
Hit,2.308063,215.8934,120,9
Hit,2.947965,216.5334,120,9
Hit,3.58803,217.1735,120,9
Hit,4.226058,217.8114,130,8
Hit,5.020088,218.6056,130,8
Hit,5.811383,219.3968,130,8
Hit,6.603797,220.189,130,8
Hit,7.295008,220.8803,140,7
Hit,7.936016,221.5214,150,6
Hit,8.575276,222.1607,160,5
Hit,9.367052,222.9526,160,5
Hit,10.1593,223.7448,160,5
Hit,10.95128,224.5366,160,5
Hit,11.64302,225.2283,170,4
Miss,12.50333,226.0886,170,4
Start,0.4458408,226.6051,170,4
Hit,1.529158,227.6886,170,4
Hit,2.413924,228.5734,170,4
Hit,3.145995,229.3052,180,3
Hit,3.92939,230.0887,180,3
Hit,4.625112,230.7845,190,2
Hit,5.433877,231.5931,190,2
Hit,6.24009,232.3994,190,2
Hit,7.00178,233.1611,190,2
Hit,7.809708,233.9689,190,2
Hit,8.617815,234.7771,190,2
Hit,9.377976,235.5373,200,1
Hit,10.18587,236.3452,200,1
Hit,10.99401,237.1531,200,1
Hit,11.80177,237.961,200,1
Start,1.430641,241.5656,210,21
Hit,2.302439,242.4374,210,21
Hit,3.199286,243.3343,210,21
Hit,4.094188,244.2292,210,21
Hit,4.990267,245.1254,210,21
Hit,5.886757,246.0219,210,21
Hit,6.783389,246.9183,210,21
Hit,7.678185,247.8132,220,20
Hit,8.575387,248.7101,230,19
Hit,9.539063,249.6737,230,19
Hit,10.50232,250.6371,230,19
Miss,11.37352,251.5083,240,18
Start,0.316982,251.8849,240,18
Hit,1.256938,252.8247,250,17
Hit,2.220048,253.7878,260,16
Miss,3.234266,254.8021,260,16
Start,0.2087109,255.0945,260,16
Hit,1.222055,256.1082,260,16
Hit,2.050144,256.9359,260,16
Miss,2.804662,257.6907,260,16
Start,0.1114306,257.8698,260,16
Hit,1.123469,258.8827,270,15
Hit,2.086737,259.8464,280,14
Miss,3.100313,260.86,280,14
Start,0.08675672,261.0306,280,14
Hit,1.18769,262.1317,290,13
Hit,1.18983,262.1338,290,13
Miss,1.42721,262.3714,290,13
Start,1.898154,264.8802,290,13
Hit,2.982075,265.9644,290,13
Hit,3.831568,266.8148,290,13
Miss,4.53651,267.5205,290,13
Start,4.513447,274.0936,0,21
Hit,5.386913,274.9671,0,21
Hit,6.282678,275.8625,0,21
Hit,7.178723,276.759,10,20
Hit,8.074942,277.6556,20,19
Hit,9.038176,278.6192,20,19
Hit,10.00293,279.5836,20,19
Hit,10.96673,280.5481,30,18
Hit,11.93063,281.5119,40,17
Hit,12.96696,282.549,50,16
Hit,14.00283,283.5855,50,16
Hit,15.0388,284.6221,60,15
Hit,16.07386,285.6575,70,14
Hit,17.18088,286.7651,80,13
Hit,18.28967,287.8743,80,13
Hit,19.39805,288.9831,80,13
Hit,20.5068,290.0917,80,13
Hit,21.61412,291.1996,80,13
Hit,22.50942,292.0953,80,13
Hit,23.55583,293.142,90,12
Hit,24.47266,294.0595,100,11
Hit,25.60477,295.1923,100,11
Hit,26.59081,296.1789,110,10
Hit,28.68682,298.2762,130,8
Hit,31.01023,300.6006,130,8
Miss,31.02555,300.6158,130,8
Start,0.3386486,301.0232,130,8
Hit,1.423794,302.1083,130,8
Hit,2.460249,303.1446,140,7
Hit,3.56835,304.2532,140,7
Hit,4.674969,305.3598,140,7
Hit,5.600308,306.2853,140,7
Hit,6.431432,307.1165,140,7
Miss,7.300819,307.9857,150,6
Start,0.2144528,308.2632,150,6
Hit,1.297678,309.3459,150,6
Hit,2.35743,310.4052,160,5
Hit,3.811147,311.8585,170,4
Hit,4.660141,312.7075,170,4
Miss,5.492471,313.54,180,3
Start,0.1278745,313.7339,180,3
Hit,1.2107,314.8158,180,3
Hit,2.333751,315.9391,180,3
Miss,2.368118,315.9734,180,3
Start,0.3819591,316.4381,180,3
Hit,1.466838,317.5231,180,3
Hit,2.576102,318.6319,180,3
Hit,2.619616,318.6755,180,3
Hit,4.160626,320.2159,180,3
Miss,4.175581,320.2308,180,3
Start,0.3125704,320.6142,180,3
Hit,1.395579,321.6975,180,3
Hit,2.50374,322.8061,180,3
Miss,3.518076,323.8199,180,3
Start,0.03946383,323.9419,180,3
Hit,1.123716,325.0262,180,3
Miss,2.280547,326.1834,180,3
Start,0.1060727,326.3732,180,3
Hit,1.19124,327.4583,180,3
Miss,2.348168,328.6146,180,3
Start,1.84966,344.1357,0,21
Hit,2.722384,345.0091,0,21
Hit,3.617673,345.9044,0,21
Hit,4.514401,346.8012,10,20
Hit,5.409918,347.697,20,19
Hit,6.374403,348.6623,20,19
Hit,7.336509,349.6248,20,19
Hit,8.302362,350.5905,30,18
Hit,9.264601,351.5535,40,17
Hit,10.30239,352.5922,50,16
Hit,11.33762,353.628,50,16
Hit,12.37435,354.6653,60,15
Hit,13.40852,355.6994,70,14
Hit,14.51698,356.8091,80,13
Hit,15.62623,357.9184,80,13
Hit,16.73423,359.0272,80,13
Hit,17.84206,360.1359,80,13
Hit,18.95007,361.2442,80,13
Hit,19.84627,362.1407,80,13
Hit,20.89236,363.1871,90,12
Hit,21.80725,364.1021,100,11
Hit,22.94,365.2356,100,11
Hit,23.92826,366.2242,110,10
Hit,26.02442,368.321,130,8
Hit,28.26048,370.5574,130,8
Hit,29.92721,372.225,130,8
Hit,31.48777,373.7871,130,8
Hit,33.22757,375.5278,130,8
Miss,33.23188,375.5321,130,8
Start,0.1162196,375.7346,130,8
Hit,1.200084,376.818,130,8
Hit,2.236072,377.8549,140,7
Hit,3.342364,378.9612,140,7
Hit,4.451413,380.0695,140,7
Hit,5.375337,380.9938,150,6
Hit,6.208044,381.8265,150,6
Miss,7.078156,382.696,160,5
Start,0.127886,382.8858,160,5
Hit,1.211913,383.9687,160,5
Hit,2.279862,385.0362,170,4
Miss,2.331234,385.0875,170,4
Start,0.2610544,385.485,170,4
Hit,1.346683,386.5701,170,4
Miss,2.266344,387.4894,180,3
Start,0.1752685,387.7228,180,3
Hit,1.260163,388.8076,180,3
Miss,2.41777,389.9651,190,2
Start,0.3955055,390.4431,190,2
Hit,1.480023,391.5278,190,2
Miss,2.636318,392.684,190,2
Start,0.01938023,392.7869,190,2
Hit,1.104268,393.8719,190,2
Hit,2.212206,394.9798,190,2
Miss,3.225996,395.9936,200,1
Start,0.01543597,396.0913,200,1
Hit,1.099719,397.1757,200,1
Miss,2.256567,398.3326,200,1
Start,0.1291373,399.7532,0,21
Hit,1.001338,400.6266,0,21
Hit,1.897087,401.5231,0,21
Hit,2.793629,402.4204,10,20
Hit,3.687921,403.3152,20,19
Hit,4.652581,404.2805,20,19
Hit,5.616926,405.2459,20,19
Hit,6.581312,406.212,30,18
Hit,7.54568,407.1772,40,17
Hit,8.580912,408.2134,50,16
Hit,9.617599,409.2509,50,16
Hit,10.65352,410.2869,60,15
Hit,11.68958,411.3235,70,14
Hit,12.79703,412.4314,80,13
Hit,13.90422,413.539,80,13
Hit,15.0136,414.6487,80,13
Hit,16.12156,415.7577,80,13
Hit,17.22965,416.8665,80,13
Hit,18.12467,417.7625,80,13
Hit,19.17042,418.8094,90,12
Hit,20.08759,419.727,100,11
Hit,21.21925,420.8597,100,11
Hit,22.20734,421.849,110,10
Hit,24.3034,423.9446,130,8
Hit,26.63969,426.2815,130,8
Miss,26.64918,426.291,130,8
Start,0.2459324,426.5954,130,8
Hit,1.330154,427.6793,130,8
Hit,2.380268,428.7297,140,7
Hit,8.528173,434.8723,150,6
Hit,9.431762,435.7755,150,6
Hit,10.34404,436.6885,150,6
Hit,11.99016,438.3343,160,5
Hit,13.8101,440.1539,160,5
Hit,15.39827,441.7426,170,4
Hit,17.21823,443.5627,170,4
Miss,19.81028,446.1541,190,2
Start,0.215668,446.5101,190,2
Hit,1.30111,447.5955,190,2
Miss,2.457165,448.751,200,1
Start,0.09060048,448.924,200,1
Hit,1.175447,450.0077,200,1
Miss,2.333101,451.1643,200,1
Start,0.1655278,451.411,200,1
Hit,1.250917,452.4954,200,1
Hit,2.357659,453.602,200,1
Hit,3.39624,454.6401,200,1
Miss,4.225676,455.4691,200,1
Start,0.29687,455.8254,200,1
Hit,1.381964,456.91,200,1
Hit,2.501991,458.0294,200,1
Hit,2.507783,458.0351,200,1
Miss,2.538206,458.0655,200,1
Start,0.409784,458.5587,200,1
Hit,1.493494,459.6418,200,1
Hit,2.60202,460.7506,200,1
Start,3.097722,466.1165,210,21
Hit,3.968654,466.988,210,21
Hit,4.865948,467.8861,210,21
Hit,5.761796,468.783,210,21
Hit,6.65805,469.6799,210,21
Hit,7.553057,470.5754,210,21
Hit,8.449635,471.4729,210,21
Hit,9.344928,472.3693,220,20
Hit,10.24204,473.2672,230,19
Hit,11.20519,474.2308,230,19
Hit,12.17009,475.1966,230,19
Miss,13.0399,476.0681,240,18
Start,0.3257345,476.4535,240,18
Hit,1.266225,477.3943,250,17
Hit,2.229056,478.3574,260,16
Miss,3.243727,479.3728,260,16
Start,0.1230515,481.0689,0,21
Hit,0.9949392,481.9413,0,21
Hit,1.89069,482.8378,0,21
Hit,2.787367,483.7352,10,20
Hit,3.683285,484.6316,20,19
Hit,4.647177,485.5958,20,19
Hit,5.611197,486.5608,20,19
Hit,6.575424,487.5255,30,18
Hit,7.539212,488.4904,40,17
Hit,8.574816,489.5272,50,16
Hit,9.611259,490.5645,50,16
Hit,10.64613,491.6006,60,15
Hit,11.6825,492.6384,70,14
Hit,12.79142,493.7466,80,13
Hit,13.89942,494.8551,80,13
Hit,15.00712,495.9626,80,13
Hit,16.11354,497.0687,80,13
Hit,17.22331,498.1783,80,13
Hit,18.11928,499.0743,80,13
Hit,19.16504,500.1203,90,12
Hit,20.08139,501.037,100,11
Hit,21.21181,502.1672,100,11
Miss,22.25286,503.2087,110,10
Start,0.179666,503.4709,110,10
Hit,1.263991,504.5551,110,10
Hit,2.298871,505.5912,120,9
Hit,3.40748,506.7,120,9
Hit,4.514401,507.8065,120,9
Miss,7.158319,510.4484,120,9
Start,0.2367009,510.7507,120,9
Hit,1.321517,511.835,120,9
Hit,2.429455,512.9422,130,8
Hit,3.537836,514.051,130,8
Hit,4.789842,515.3032,150,6
Miss,5.734287,516.2484,160,5
Start,0.03400537,516.3658,160,5
Hit,1.117736,517.448,160,5
Hit,2.258156,518.5887,160,5
Miss,2.268762,518.5994,160,5
Start,0.271818,518.9329,160,5
Hit,1.355967,520.0154,160,5
Miss,2.51419,521.1732,170,4
Start,0.07634967,521.3309,170,4
Hit,1.160705,522.4153,170,4
Miss,2.318788,523.5737,170,4
Start,0.1960227,523.8514,170,4
Hit,1.279679,524.9351,170,4
Hit,2.38777,526.0436,170,4
Miss,3.401191,527.0571,180,3
Start,0.008284599,527.1475,180,3
Hit,1.092544,528.2318,180,3
Miss,2.248886,529.3888,180,3
Start,0.3463275,533.3576,0,21
Hit,1.218971,534.2283,0,21
Hit,2.115129,535.1226,0,21
Hit,3.010883,536.0165,10,20
Hit,3.906364,536.9106,20,19
Hit,4.870997,537.8734,20,19
Hit,5.834226,538.8342,20,19
Hit,6.798229,539.7957,30,18
Hit,7.762435,540.7576,40,17
Hit,8.797911,541.7902,50,16
Hit,9.834056,542.8245,50,16
Hit,10.87105,543.8587,60,15
Hit,11.90639,544.892,70,14
Hit,13.01403,545.9982,80,13
Hit,14.12302,547.1057,80,13
Hit,15.23118,548.2132,80,13
Hit,16.33906,549.3207,80,13
Hit,17.45113,550.4307,80,13
Miss,17.5403,550.5199,80,13
Start,0.3074258,550.9904,80,13
Hit,1.39048,552.0719,80,13
Hit,2.291917,552.9726,80,13
Miss,2.358995,553.0397,80,13
Start,0.1416234,553.3082,80,13
Hit,1.224571,554.3895,80,13
Hit,2.121089,555.2834,90,12
Hit,3.157661,556.3193,100,11
Hit,4.121774,557.2808,110,10
Hit,5.229679,558.3884,110,10
Miss,6.315226,559.4744,120,9
Start,0.1197182,559.6764,120,9
Hit,1.20431,560.7616,120,9
Hit,2.339128,561.8948,120,9
Miss,2.356369,561.9118,120,9
Start,0.2067484,562.1858,120,9
Hit,1.291592,563.2708,120,9
Hit,2.402271,564.3803,130,8
Hit,3.038374,565.0159,130,8
Hit,3.674286,565.6509,130,8
Hit,4.313857,566.2902,140,7
Hit,5.10569,567.0822,140,7
Hit,5.89009,567.8656,140,7
Hit,6.686173,568.6607,140,7
Hit,7.482128,569.457,140,7
Hit,8.126194,570.1008,150,6
Hit,8.769108,570.7448,150,6
Hit,9.567985,571.5438,150,6
Hit,10.72282,572.6979,160,5
Hit,12.04339,574.018,160,5
Hit,13.29228,575.2661,160,5
Hit,15.54493,577.5189,170,4
Hit,19.66841,581.6407,180,3
Hit,24.07808,586.0486,190,2
Hit,28.4862,590.4547,190,2
Hit,32.89408,594.8622,190,2
Hit,37.30181,599.2702,190,2
Miss,41.62448,603.5884,190,2
Start,0.1958518,604.1147,190,2
Hit,1.281198,605.2005,190,2
Hit,2.389069,606.3083,190,2
Hit,3.42926,607.3489,200,1
Hit,4.237279,608.1562,200,1
Hit,5.040657,608.96,200,1
Start,0.3042405,611.7545,210,21
Hit,1.176176,612.6244,210,21
Hit,2.072291,613.5195,210,21
Hit,2.967991,614.413,210,21
Hit,3.862361,615.3046,210,21
Hit,4.760227,616.2003,210,21
Hit,5.656268,617.0944,210,21
Hit,6.551532,617.9874,220,20
Hit,7.448226,618.8826,230,19
Hit,8.412189,619.8447,230,19
Hit,9.376317,620.8075,230,19
Miss,10.24611,621.675,240,18
Start,0.5262133,622.2611,240,18
Hit,1.465519,623.2005,250,17
Hit,2.430089,624.1647,260,16
Hit,3.393676,625.1278,260,16
Hit,4.358072,626.0909,270,15
Hit,5.382659,627.1135,270,15
Hit,6.535151,628.2632,270,15
Hit,7.354198,629.08,290,13
Miss,8.235263,629.9593,290,13
Start,0.06203578,630.0978,290,13
Hit,1.073098,631.1078,290,13
Hit,2.038033,632.0718,290,13
Hit,3.265429,633.2961,300,12
Hit,5.529575,635.5587,300,12
Hit,7.762367,637.788,310,11
Hit,9.994408,640.0171,310,11
Hit,11.2999,641.3208,320,10
Hit,12.13953,642.1603,320,10
Hit,12.81972,642.8389,330,9
Hit,13.60811,643.6262,340,8
Hit,14.39458,644.4117,340,8
Hit,15.12656,645.1419,350,7
Hit,15.91602,645.9304,350,7
Hit,16.70305,646.7169,360,6
Hit,17.54738,647.561,370,5
Hit,18.65783,648.6707,380,4
Hit,20.01565,650.0274,390,3
Miss,21.81066,651.8214,410,1
Start,0.9999593,658.6824,0,21
Hit,1.872986,659.5533,0,21
Hit,2.769431,660.4483,0,21
Hit,3.665655,661.342,10,20
Hit,4.560131,662.2339,20,19
Hit,5.525503,663.1972,20,19
Hit,6.487663,664.1572,20,19
Hit,7.45333,665.1197,30,18
Hit,8.416844,666.0815,40,17
Hit,9.453093,667.1161,50,16
Hit,10.48891,668.1498,50,16
Hit,11.52538,669.184,60,15
Hit,12.56171,670.2192,70,14
Hit,13.66899,671.3248,80,13
Hit,14.7775,672.4323,80,13
Hit,15.88536,673.5394,80,13
Hit,16.99351,674.6458,80,13
Hit,18.10146,675.7523,80,13
Hit,18.99778,676.647,80,13
Hit,20.04223,677.6896,90,12
Miss,20.81998,678.466,90,12
Start,0.1936369,678.7253,90,12
Hit,1.278871,679.8102,90,12
Hit,2.175112,680.7047,100,11
Hit,3.283129,681.811,110,10
Hit,4.390985,682.9184,110,10
Hit,5.643274,684.1699,130,8
Hit,6.561136,685.0875,140,7
Miss,6.595492,685.1219,140,7
Start,0.3955243,685.6233,140,7
Hit,1.478949,686.7065,140,7
Hit,2.443169,687.671,150,6
Hit,3.55159,688.7773,150,6
Hit,4.54773,689.7734,150,6
Hit,5.72766,690.9534,150,6
Miss,6.808787,692.0346,160,5
Start,0.1875594,692.3101,160,5
Hit,1.271313,693.3926,160,5
Miss,2.191734,694.313,160,5
Start,0.2173007,694.5876,160,5
Hit,1.301677,695.6713,160,5
Miss,2.220074,696.5901,170,4
Start,0.2496129,696.8994,170,4
Hit,1.333849,697.9822,170,4
Hit,2.441216,699.0873,170,4
Miss,3.599678,700.2438,170,4
Start,0.1375496,700.4636,170,4
Hit,1.221015,701.5475,170,4
Hit,2.328501,702.6531,180,3
Miss,3.487585,703.8111,180,3
Start,0.07249689,703.9651,180,3
Hit,1.157073,705.0494,180,3
Miss,2.315028,706.2083,180,3
Start,0.4570712,708.2319,0,21
Hit,1.329525,709.103,0,21
Hit,2.22492,709.9957,0,21
Hit,3.120457,710.8882,10,20
Hit,4.017645,711.7828,20,19
Hit,4.981639,712.7451,20,19
Hit,5.9458,713.7065,20,19
Hit,6.909636,714.668,30,18
Hit,7.873771,715.629,40,17
Hit,8.909698,716.6636,50,16
Hit,9.945107,717.6968,50,16
Hit,10.98077,718.7307,60,15
Hit,12.01655,719.7644,70,14
Hit,13.12445,720.8706,80,13
Hit,14.23298,721.9782,80,13
Hit,15.34058,723.0854,80,13
Hit,16.44941,724.192,80,13
Hit,17.55787,725.2999,80,13
Hit,18.4539,726.194,80,13
Hit,19.49883,727.2361,90,12
Hit,20.41573,728.1506,100,11
Hit,21.54713,729.2806,100,11
Hit,22.53394,730.2663,110,10
Hit,24.63104,732.3611,130,8
Hit,26.92715,734.6575,130,8
Hit,27.05706,734.7875,130,8
Miss,27.06175,734.7922,130,8
Start,0.4226799,735.2775,130,8
Hit,1.50573,736.3602,130,8
Hit,2.542184,737.3962,140,7
Hit,3.650291,738.5057,140,7
Miss,4.808793,739.6633,140,7
Start,0.1077453,739.8527,140,7
Miss,1.241513,740.9856,140,7
Start,0.07132709,741.1398,140,7
Miss,1.205339,742.2736,140,7
Start,0.2460026,742.603,140,7
Miss,1.380036,743.7366,140,7
Start,0.1294591,743.9481,140,7
Miss,1.262874,745.0806,140,7
Start,0.1269499,745.2912,140,7
Miss,1.261967,746.4261,140,7
Start,0.1102274,746.6186,140,7
Miss,1.244343,747.7526,140,7
Start,1.162757,751.2874,0,21
Hit,2.034819,752.1569,0,21
Hit,2.930662,753.049,0,21
Hit,3.826675,753.9417,10,20
Hit,4.722631,754.8353,20,19
Hit,5.686833,755.7967,20,19
Hit,6.649641,756.756,20,19
Hit,7.614389,757.7183,30,18
Hit,8.578247,758.6801,40,17
Hit,9.614626,759.7136,50,16
Hit,10.65062,760.7474,50,16
Hit,11.685,761.7805,60,15
Hit,12.72153,762.8163,70,14
Hit,13.82966,763.9227,80,13
Hit,14.93808,765.0296,80,13
Hit,16.04669,766.1354,80,13
Hit,17.15275,767.2408,80,13
Hit,18.26263,768.3494,80,13
Hit,19.15806,769.2431,80,13
Miss,20.2547,770.3372,90,12
Start,0.1846477,770.6046,90,12
Hit,1.268916,771.6855,90,12
Hit,2.165034,772.5798,100,11
Hit,3.310887,773.723,110,10
Miss,3.318334,773.7305,110,10
Start,0.1170639,773.9097,110,10
Hit,1.202241,774.9929,110,10
Hit,2.052495,775.8419,120,9
Hit,2.720456,776.5092,130,8
Miss,3.750762,777.5373,130,8
Start,0.5094515,778.1266,130,8
Hit,1.593981,779.2111,130,8
Hit,2.637033,780.2537,140,7
Miss,3.740222,781.3563,150,6
Start,0.1382541,781.5895,150,6
Miss,1.271924,782.7229,150,6
Start,0.002315365,782.8071,150,6
Hit,1.086776,783.8917,150,6
Hit,2.19498,784.9994,160,5
Hit,3.30368,786.1081,160,5
Miss,3.977702,786.7823,160,5
Start,0.3960909,787.2368,160,5
Miss,1.530741,788.3713,160,5
Start,0.4168969,788.8682,160,5
Hit,1.501311,789.9537,160,5
Miss,2.420186,790.8726,160,5
