Type,Time,AllTime,Score,Block
Start,2.785607,2.783288,0,21
Hit,5.391927,5.391927,0,21
Hit,8.063027,8.063027,0,21
Hit,10.73521,10.73521,10,20
Hit,13.40815,13.40815,20,19
Hit,16.29152,16.29152,20,19
Hit,19.17606,19.17606,20,19
Hit,22.0598,22.0598,30,18
Hit,24.94359,24.94359,40,17
Hit,27.67818,27.67818,50,16
Hit,29.7932,29.7932,50,16
Hit,31.75415,31.75415,50,16
Hit,33.72047,33.72047,50,16
Hit,35.79023,35.79023,50,16
Hit,38.29418,38.29418,50,16
Hit,40.45313,40.45313,60,15
Hit,42.78659,42.78659,70,14
Hit,44.94541,44.94541,80,13
Hit,47.10672,47.10672,80,13
Hit,49.61044,49.61044,90,12
Hit,51.76984,51.76984,100,11
Hit,54.27318,54.27318,110,10
Hit,56.60573,56.60573,110,10
Hit,58.93794,58.93794,120,9
Hit,61.6178,61.6178,120,9
Hit,64.10616,64.10616,120,9
Hit,66.1147,66.1147,130,8
Miss,68.55007,68.54982,130,8
Start,1.339307,70.07343,130,8
Hit,4.582389,73.31651,130,8
Hit,7.466776,76.20097,130,8
Hit,10.56199,79.29609,140,7
Hit,13.44662,82.18068,140,7
Hit,16.33061,85.06455,150,6
Hit,19.63879,88.37291,150,6
Hit,22.73467,91.46894,150,6
Hit,25.61746,94.35169,150,6
Hit,28.92575,97.6601,160,5
Hit,32.02251,100.7569,170,4
Hit,34.90582,103.6404,180,3
Hit,38.21348,106.9481,180,3
Hit,41.52173,110.2561,180,3
Hit,44.83004,113.5644,180,3
Hit,48.13855,116.8727,180,3
Hit,51.24635,119.9806,190,2
Hit,53.71468,122.4488,190,2
Hit,56.1743,124.9083,190,2
Hit,58.63424,127.3681,190,2
Hit,61.09478,129.8283,190,2
Hit,63.55475,132.2881,190,2
Hit,66.0145,134.7488,190,2
Hit,68.47449,137.2086,190,2
Hit,70.93457,139.6684,190,2
Hit,73.39381,142.1275,190,2
Hit,75.85374,144.5876,190,2
Hit,78.31281,147.0467,190,2
Hit,80.77402,149.5077,190,2
Hit,83.23446,151.9683,190,2
Hit,85.69433,154.4281,190,2
Hit,88.15439,156.8888,190,2
Hit,90.61385,159.349,190,2
Hit,93.0734,161.8087,190,2
Hit,95.53386,164.2693,190,2
Hit,97.99376,166.7293,190,2
Hit,100.4528,169.1887,190,2
Hit,102.9136,171.65,190,2
Hit,105.3738,174.1102,190,2
Hit,107.8329,176.5686,190,2
Hit,110.2927,179.0287,190,2
Hit,112.7535,181.4893,190,2
Hit,115.2144,183.95,190,2
Hit,117.6739,186.4101,190,2
Hit,120.1328,188.869,190,2
Hit,122.5935,191.3298,190,2
Hit,125.0538,193.7903,190,2
Hit,127.5133,196.2496,190,2
Hit,130.1472,198.8835,200,1
Hit,133.7192,202.4555,200,1
Hit,137.2914,206.0277,200,1
Hit,140.8633,209.5996,200,1
Hit,144.2156,212.9519,200,1
Hit,146.5732,215.3096,200,1
