Type,Time,AllTime,Score,Block
Start,4.153018,4.152525,0,21
Hit,6.760523,6.760523,0,21
Hit,9.431806,9.431806,0,21
Hit,12.10446,12.10446,10,20
Hit,14.77655,14.77655,20,19
Hit,17.66049,17.66049,20,19
Hit,20.54351,20.54351,20,19
Hit,23.42737,23.42737,30,18
Hit,26.31257,26.31257,40,17
Hit,29.04652,29.04652,50,16
Hit,31.16241,31.16241,50,16
Hit,33.12249,33.12249,50,16
Hit,35.04967,35.04967,50,16
Hit,37.16071,37.16071,60,15
Hit,39.49042,39.49042,60,15
Hit,41.81863,41.81863,70,14
Hit,44.51883,44.51883,80,13
Hit,47.2187,47.2187,80,13
Hit,49.86443,49.86443,90,12
Hit,52.85176,52.85176,100,11
Hit,55.42287,55.42287,100,11
Hit,57.27895,57.27895,110,10
Hit,59.12284,59.12284,110,10
Hit,64.64512,64.64512,120,9
Hit,77.11952,77.11952,130,8
Hit,84.10061,84.10061,140,7
Hit,86.40106,86.40106,140,7
Hit,88.70212,88.70212,140,7
Hit,90.85389,90.85389,140,7
Hit,92.85794,92.85794,140,7
Hit,94.86185,94.86185,140,7
Hit,97.16049,97.16049,140,7
Hit,99.16524,99.16524,150,6
Hit,101.1691,101.1691,150,6
Hit,103.1733,103.1733,160,5
Hit,105.4729,105.4729,160,5
Hit,107.7738,107.7738,160,5
Hit,110.0736,110.0736,160,5
Hit,112.2253,112.2253,170,4
Hit,114.2293,114.2293,180,3
Hit,116.3809,116.3809,180,3
Hit,118.6816,118.6816,180,3
Hit,120.8335,120.8335,190,2
Hit,122.9845,122.9845,190,2
Hit,125.2846,125.2846,190,2
Hit,127.5841,127.5841,190,2
Hit,129.8862,129.8862,190,2
Hit,132.1855,132.1855,190,2
Hit,134.3376,134.3376,200,1
Hit,136.6379,136.6379,200,1
Hit,138.9378,138.9378,200,1
Hit,141.237,141.237,200,1
Hit,143.39,143.39,200,1
Hit,145.6891,145.6891,200,1
Hit,147.988,147.988,200,1
Hit,150.2885,150.2885,200,1
Hit,152.5904,152.5904,200,1
Hit,154.8896,154.8896,200,1
Start,1.239062,159.6335,210,21
Hit,3.845032,162.2396,210,21
Hit,6.515955,164.9104,210,21
Hit,9.190063,167.5844,210,21
Hit,11.86218,170.2567,210,21
Hit,14.5333,172.9278,210,21
Hit,17.20509,175.5997,210,21
Hit,19.87724,178.272,220,20
Hit,22.5499,180.9452,230,19
Hit,25.43283,183.8279,230,19
Hit,28.31698,186.7122,230,19
Hit,31.20174,189.5973,250,17
Hit,34.0859,192.4816,260,16
Hit,36.96901,195.3647,260,16
Hit,39.85418,198.2497,260,16
Hit,42.96021,201.3555,260,16
Hit,45.86403,204.2592,270,15
Hit,48.98018,207.3752,280,14
Hit,52.09536,210.4899,280,14
Hit,54.99841,213.3928,290,13
Miss,58.0544,216.4482,290,13
