Type,Time,AllTime,Score,Block
Start,3.690658,3.689908,0,21
Hit,4.849734,4.849734,0,21
Hit,6.035966,6.035966,0,21
Hit,7.2257,7.2257,10,20
Hit,8.413023,8.413023,20,19
Hit,9.697674,9.697674,20,19
Hit,10.98124,10.98124,20,19
Hit,12.26495,12.26495,30,18
Hit,13.54842,13.54842,40,17
Hit,14.92492,14.92492,50,16
Hit,16.30162,16.30162,50,16
Hit,17.677,17.677,60,15
Hit,19.05346,19.05346,70,14
Hit,20.52487,20.52487,80,13
Hit,21.99781,21.99781,80,13
Hit,23.46957,23.46957,80,13
Hit,25.20168,25.20168,80,13
Hit,26.83712,26.83712,80,13
Hit,28.47353,28.47353,80,13
Hit,30.73887,30.73887,90,12
Hit,31.18488,31.18488,90,12
Hit,32.06723,32.06723,100,11
Hit,32.94352,32.94352,110,10
Hit,34.02653,34.02653,110,10
Hit,34.97108,34.97108,110,10
Hit,35.91577,35.91577,110,10
Hit,36.99975,36.99975,110,10
Hit,37.94277,37.94277,120,9
Hit,38.88686,38.88686,130,8
Hit,39.9698,39.9698,130,8
Hit,40.98768,40.98768,130,8
Hit,42.00193,42.00193,130,8
Hit,43.08726,43.08726,130,8
Hit,44.10371,44.10371,140,7
Hit,45.11866,45.11866,150,6
Hit,46.20391,46.20391,150,6
Hit,47.28765,47.28765,150,6
Hit,48.41165,48.41165,150,6
Hit,50.67777,50.67777,170,4
Hit,52.942,52.942,180,3
Hit,54.76979,54.76979,190,2
Hit,56.74539,56.74539,200,1
Hit,59.00946,59.00946,200,1
Hit,61.27325,61.27325,200,1
Start,2.888901,68.80339,210,21
Hit,4.045533,69.96009,210,21
Hit,5.234266,71.14882,210,21
Hit,6.422163,72.33667,210,21
Hit,7.60936,73.52382,210,21
Hit,8.798453,74.71292,210,21
Hit,9.986179,75.90069,210,21
Hit,11.17394,77.08836,220,20
Hit,12.36189,78.27621,230,19
Hit,13.64522,79.55957,230,19
Hit,14.931,80.8453,230,19
Hit,16.21506,82.12923,250,17
Miss,17.56522,83.47937,260,16
Start,0.3579684,83.94719,260,16
Hit,1.703843,85.29311,260,16
Hit,2.987245,86.57652,260,16
Miss,4.339314,87.92851,260,16
Start,0.4862631,88.52288,260,16
Hit,1.832703,89.86947,270,15
Hit,3.115688,91.15247,270,15
Hit,4.400558,92.4372,270,15
Hit,5.584991,93.62157,270,15
Hit,6.754291,94.7909,270,15
Hit,7.921896,95.95861,280,14
Hit,9.090327,97.12704,290,13
Hit,10.44667,98.48349,300,12
Hit,11.70648,99.74327,300,12
Hit,12.96468,101.0014,310,11
Hit,14.22559,102.2622,320,10
Hit,15.58273,103.6196,330,9
Hit,16.77862,104.8153,340,8
Hit,17.81452,105.8512,340,8
Hit,18.85035,106.887,340,8
Hit,19.74227,107.779,350,7
Hit,20.84517,108.8819,350,7
Hit,21.8825,109.9192,350,7
Hit,22.93114,110.9679,360,6
Hit,22.9505,110.9873,360,6
Hit,22.95265,110.9894,360,6
Hit,22.95459,110.9914,360,6
Hit,22.95484,110.9916,360,6
Miss,22.99104,111.0278,360,6
Start,0.3130316,111.4678,360,6
Hit,1.756488,112.9111,360,6
Hit,2.958719,114.1133,370,5
Hit,3.981589,115.1362,370,5
Hit,5.073184,116.2278,370,5
Hit,6.096824,117.2515,380,4
Hit,7.190269,118.345,380,4
Hit,8.224335,119.379,390,3
Hit,13.16028,124.3151,400,2
Miss,14.50679,125.6616,400,2
Start,0.2287786,125.9784,400,2
Hit,1.672026,127.4215,400,2
Hit,3.143798,128.8934,400,2
Hit,4.485839,130.2354,410,1
Miss,4.493662,130.2432,410,1
Start,0.2409383,130.5943,410,1
Hit,1.683073,132.0369,410,1
Hit,3.155646,133.5096,410,1
Hit,4.627128,134.9809,410,1
Start,1.112928,138.2278,420,28
Hit,2.180598,139.2956,420,28
Hit,3.276739,140.3915,420,28
Hit,4.372671,141.4868,420,28
Hit,5.467777,142.5819,420,28
Hit,6.563954,143.6781,420,28
