Type,Time,AllTime,Score,Block
Miss,2.826174,287.3603,120,9
Start,0.1650216,287.6053,120,9
Hit,1.606111,289.0465,120,9
Miss,3.051131,290.4915,140,7
Start,0.05902937,290.6581,140,7
Hit,1.503508,292.1027,140,7
Miss,2.597547,293.1967,140,7
Start,0.1365005,294.4892,0,21
Hit,1.291382,295.6441,10,20
Hit,2.476409,296.8291,20,19
Hit,3.764626,298.1171,30,18
Hit,5.051454,299.4037,40,17
Hit,6.426555,300.779,60,15
Hit,7.796605,302.1491,80,13
Miss,13.56071,307.9133,110,10
Start,1.090781,309.7133,110,10
Miss,2.601051,311.2238,110,10
Start,0.5060135,311.8319,110,10
Hit,1.944988,313.2709,110,10
Miss,3.127054,314.4527,130,8
Start,0.5563197,315.0889,130,8
Hit,1.994162,316.5269,130,8
Miss,3.447109,317.9798,150,6
Start,0.3074282,319.76,0,21
Hit,1.461087,320.9137,10,20
Hit,2.649203,322.1017,20,19
Hit,3.935234,323.3877,30,18
Hit,5.229651,324.6821,40,17
Hit,5.243425,324.6959,40,17
Hit,5.250502,324.7029,40,17
Hit,5.257569,324.71,40,17
Hit,5.268385,324.7209,40,17
Hit,5.278223,324.7307,40,17
Hit,5.28299,324.7354,40,17
Hit,5.287535,324.74,40,17
Hit,5.30722,324.7597,40,17
Hit,5.311282,324.7637,40,17
Hit,5.315488,324.7679,40,17
Hit,5.321334,324.7738,40,17
Hit,5.325392,324.7779,40,17
Hit,5.331146,324.7836,40,17
Hit,5.335357,324.7878,40,17
Hit,5.341269,324.7938,40,17
Miss,5.54841,325.001,40,17
Start,0.1252244,325.6542,40,17
Hit,1.469905,326.9987,50,16
Hit,9.830319,335.3594,60,15
Hit,27.9842,353.5121,70,14
Hit,28.83588,354.3638,80,13
Hit,29.67383,355.2017,90,12
Miss,30.86433,356.3919,100,11
Start,0.4403908,356.9249,100,11
Hit,1.898239,358.3825,110,10
Hit,4.631527,361.1158,130,8
Miss,6.535279,363.0197,140,7
Start,0.06988358,363.1883,140,7
Hit,1.515077,364.6334,140,7
Miss,4.879563,367.998,150,6
Start,0.2209636,369.6281,0,21
Hit,1.37886,370.7863,10,20
Hit,2.564033,371.9715,20,19
Hit,3.846552,373.254,30,18
Hit,5.131937,374.5393,40,17
Hit,6.511925,375.9194,60,15
Hit,7.374983,376.7824,70,14
Hit,8.241236,377.6487,80,13
Hit,9.245178,378.6527,90,12
Hit,14.1413,383.5488,100,11
Hit,18.14291,387.5502,110,10
Hit,18.41134,387.8187,110,10
Miss,18.41761,387.8249,110,10
Start,0.8102148,388.7308,110,10
Hit,2.257124,390.1777,110,10
Miss,3.285817,391.2064,120,9
Start,0.3404267,391.6202,120,9
Hit,1.787876,393.0676,120,9
Miss,2.88993,394.1694,130,8
Start,0.606082,394.8566,130,8
Hit,2.047941,396.2984,130,8
Hit,3.358096,397.6086,140,7
Hit,3.361938,397.6125,140,7
Hit,3.367906,397.6184,140,7
Hit,3.375161,397.6257,140,7
Hit,3.380932,397.6315,140,7
Hit,3.386944,397.6375,140,7
Miss,3.403082,397.6536,140,7
Start,0.1110444,399.4806,0,21
Hit,1.270411,400.6402,10,20
Hit,2.453458,401.8231,20,19
Hit,3.740563,403.1101,30,18
Hit,5.058836,404.4284,40,17
Miss,5.089602,404.4591,40,17
Start,0.4352461,404.9854,40,17
Hit,1.78128,406.3316,50,16
Miss,3.221208,407.7717,60,15
Start,0.226973,408.1145,60,15
Hit,1.678149,409.5657,70,14
Hit,3.361155,411.2487,80,13
Hit,3.371326,411.2589,80,13
Miss,9.351347,417.2391,90,12
Start,0.4412924,417.7636,90,12
Miss,1.95089,419.2733,90,12
Start,0.1624541,420.6308,0,21
Hit,1.320926,421.7896,10,20
Hit,2.507127,422.9757,20,19
Hit,3.790103,424.2587,30,18
Hit,5.100138,425.5686,40,17
Miss,5.177069,425.6455,40,17
Start,0.3369386,426.1805,40,17
Hit,1.684007,427.5275,50,16
Hit,10.12934,435.973,60,15
Miss,11.10657,436.95,70,14
Start,0.3706394,437.4034,70,14
Hit,1.813141,438.8458,80,13
Hit,3.189053,440.2216,90,12
Hit,4.656206,441.6891,100,11
Hit,6.131108,443.164,110,10
Hit,7.652304,444.6853,120,9
Hit,7.664334,444.6973,120,9
Miss,7.67024,444.7032,120,9
Start,0.3422404,445.1165,120,9
Hit,1.78496,446.5593,120,9
Hit,3.195817,447.9701,140,7
Miss,3.224992,447.9993,140,7
Start,0.1315457,449.1608,0,21
Hit,1.288959,450.3182,10,20
Hit,2.47696,451.5062,20,19
Hit,3.760144,452.7895,30,18
Hit,5.046012,454.0755,40,17
Hit,6.422081,455.4515,60,15
Hit,7.797102,456.8267,80,13
Hit,8.643126,457.6729,90,12
Hit,9.495193,458.5251,100,11
Hit,10.6152,459.6452,110,10
Miss,11.82339,460.8533,120,9
Start,0.3845129,461.3368,120,9
Hit,1.819999,462.7721,130,8
Miss,3.161008,464.1129,140,7
Start,0.6492277,464.8322,140,7
Hit,2.088958,466.2715,140,7
Miss,3.344099,467.5267,150,6
Start,0.5754319,468.1811,150,6
Hit,2.01706,469.6226,150,6
Miss,3.556118,471.1616,150,6
Start,0.1674593,472.5231,0,21
Hit,1.323334,473.679,10,20
Hit,2.514365,474.8702,20,19
Hit,3.793351,476.1491,30,18
Hit,5.078659,477.4344,40,17
Hit,6.208481,478.5645,50,16
Hit,7.182792,479.5387,60,15
Hit,8.522628,480.8787,70,14
Hit,8.52855,480.8846,70,14
Hit,8.534583,480.8906,70,14
Hit,8.540588,480.8966,70,14
Miss,8.55655,480.9126,70,14
Start,0.4296639,481.4415,70,14
Hit,1.871932,482.8839,80,13
Hit,3.256968,484.269,90,12
Hit,3.267749,484.2797,90,12
Hit,3.280007,484.292,90,12
Hit,3.285969,484.2979,90,12
Hit,3.292048,484.304,90,12
Hit,3.301935,484.3139,90,12
Hit,3.307994,484.3199,90,12
Hit,3.313977,484.3259,90,12
Hit,3.320004,484.3319,90,12
Hit,3.326001,484.338,90,12
Hit,3.330015,484.342,90,12
Hit,3.335956,484.3479,90,12
Hit,3.34323,484.3552,90,12
Miss,3.373978,484.386,90,12
Start,0.3735992,484.9536,90,12
Hit,2.481114,487.061,120,9
Hit,2.487223,487.0671,120,9
Hit,3.571509,488.1513,120,9
Hit,3.577255,488.157,120,9
Hit,3.583185,488.163,120,9
Miss,3.605106,488.1849,120,9
Start,0.4131225,488.674,120,9
Hit,1.85994,490.1208,120,9
Miss,2.821175,491.082,130,8
Start,0.07195287,493.4511,0,21
Hit,1.227921,494.6069,10,20
Hit,2.412881,495.7921,20,19
Hit,3.701347,497.0806,30,18
Hit,4.983056,498.3622,40,17
Hit,6.356016,499.7353,60,15
Hit,7.734029,501.1133,80,13
Hit,9.216202,502.5953,80,13
Hit,9.222085,502.6012,80,13
Hit,9.228098,502.6072,80,13
Hit,9.234099,502.6133,80,13
Hit,9.244058,502.6232,80,13
Hit,9.250128,502.6293,80,13
Hit,9.256065,502.6353,80,13
Hit,9.262085,502.6413,80,13
Miss,9.296161,502.6754,80,13
Start,0.3815533,503.1976,80,13
Hit,1.820538,504.6366,90,12
Miss,3.157348,505.9734,100,11
Start,0.1789328,506.2253,100,11
Hit,1.617077,507.6632,100,11
Miss,3.06915,509.1156,120,9
Start,0.2183022,509.4388,120,9
Hit,1.657193,510.8774,120,9
Miss,3.082075,512.3024,140,7
Start,0.1874435,513.4177,0,21
Hit,1.343997,514.5749,10,20
Hit,2.534946,515.766,20,19
Hit,3.817888,517.0486,30,18
Hit,5.099338,518.3302,40,17
Hit,6.478123,519.7089,60,15
Miss,7.925107,521.1558,80,13
Start,0.3959128,521.6562,80,13
Hit,1.878899,523.1391,90,12
Hit,1.884887,523.1451,90,12
Miss,1.899992,523.1602,90,12
Start,0.4399211,523.686,90,12
Hit,1.883257,525.1292,90,12
Miss,3.063093,526.3093,110,10
Start,0.9119575,527.3022,110,10
Hit,2.367028,528.7573,110,10
Hit,2.372981,528.7633,110,10
Hit,2.384843,528.7751,110,10
Hit,2.390824,528.7811,110,10
Hit,2.396826,528.7871,110,10
Hit,2.402864,528.7932,110,10
Hit,2.408813,528.7991,110,10
Hit,2.414811,528.8051,110,10
Miss,2.426838,528.8171,110,10
Start,0.2750487,530.2908,0,21
Hit,1.433654,531.449,10,20
Hit,2.617093,532.6324,20,19
Hit,3.917777,533.9328,30,18
Hit,5.704878,535.7205,40,17
Miss,7.11988,537.135,50,16
Start,0.1100252,537.3632,50,16
Hit,1.479975,538.7328,60,15
Hit,1.48997,538.7428,60,15
Hit,1.497125,538.7499,60,15
Hit,1.502984,538.7558,60,15
Hit,1.509123,538.762,60,15
Miss,1.52797,538.7808,60,15
Start,0.1287222,539.0115,60,15
Hit,1.584035,540.4671,70,14
Hit,2.918052,541.801,80,13
Hit,2.95405,541.837,80,13
Hit,2.960057,541.843,80,13
Hit,2.966082,541.8491,80,13
Hit,2.972095,541.8551,80,13
Hit,2.978067,541.8611,80,13
Hit,2.984092,541.8671,80,13
Miss,2.999983,541.883,80,13
Start,0.4188229,542.4254,80,13
Hit,1.884822,543.8906,80,13
Miss,1.996879,544.0027,80,13
Start,0.1622944,545.2482,0,21
Hit,1.316355,546.4025,10,20
Hit,2.505219,547.5912,20,19
Hit,3.790656,548.8768,30,18
Hit,5.074279,550.1603,40,17
Hit,6.442288,551.5285,60,15
Hit,7.835431,552.9219,80,13
Miss,9.254442,554.3409,90,12
Start,0.2801012,554.721,90,12
Hit,1.743018,556.1838,100,11
Hit,6.88255,561.3234,110,10
Miss,7.866268,562.3074,120,9
Start,0.3747043,562.7673,120,9
Hit,1.810024,564.2024,120,9
Miss,3.169261,565.5618,130,8
Start,0.2666763,565.9313,130,8
Miss,1.780566,567.4454,130,8
Start,0.1059036,568.7366,0,21
Hit,1.262202,569.8932,10,20
Hit,2.451244,571.0818,20,19
Hit,3.731268,572.3613,30,18
Hit,5.020435,573.6503,40,17
Hit,6.393382,575.0234,60,15
Hit,7.769528,576.3997,80,13
Hit,9.241669,577.8717,80,13
Miss,10.60055,579.2302,90,12
Start,0.1699227,579.5012,90,12
Hit,1.609943,580.9408,100,11
Miss,3.152056,582.4835,100,11
Start,0.1900559,582.7818,100,11
Hit,1.630177,584.2217,100,11
Hit,3.004547,585.5961,120,9
Hit,4.488006,587.0797,120,9
Hit,5.938177,588.5293,120,9
Miss,7.574043,590.1656,150,6
Start,0.6887199,590.9584,150,6
Miss,2.202053,592.4717,150,6
Start,0.3196863,594.0837,0,21
Hit,1.472201,595.2362,10,20
Hit,2.660308,596.4244,20,19
Hit,3.948581,597.7125,30,18
Hit,5.230034,598.9935,40,17
Hit,6.605427,600.3688,60,15
Hit,8.021477,601.7846,80,13
Miss,8.049602,601.8127,80,13
Start,0.5224044,602.4242,80,13
Hit,1.96793,603.8701,90,12
Hit,2.830946,604.7325,100,11
Miss,6.582612,608.4843,170,4
Start,0.4133111,608.9693,170,4
Hit,1.863982,610.4205,170,4
Hit,1.889238,610.4457,170,4
Hit,1.895051,610.4515,170,4
Hit,1.901081,610.4575,170,4
Hit,1.9057,610.4622,170,4
Hit,1.911977,610.4684,170,4
Hit,1.918045,610.4745,170,4
Miss,1.938137,610.4946,170,4
Start,1.658655,612.2746,170,4
Hit,3.100146,613.7157,170,4
Hit,5.059101,615.6745,170,4
Miss,5.166162,615.7814,170,4
Start,0.1675834,617.2813,0,21
Hit,1.325761,618.4394,10,20
Hit,2.510784,619.6243,20,19
Hit,3.793987,620.9075,30,18
Miss,5.150403,622.2643,40,17
Start,0.2499846,622.6183,40,17
Hit,1.595336,623.9635,50,16
Hit,9.999514,632.368,60,15
Miss,11.12363,633.4922,70,14
Start,0.712437,634.2985,70,14
Hit,2.149084,635.7353,80,13
Hit,3.529071,637.1154,90,12
Hit,4.993017,638.5795,100,11
Miss,6.545233,640.1316,110,10
Start,0.3143021,640.5497,110,10
Hit,1.754088,641.9893,110,10
Hit,3.134178,643.3698,130,8
Hit,3.158116,643.3937,130,8
Hit,3.164111,643.3997,130,8
Hit,3.174015,643.4095,130,8
Hit,3.184105,643.4196,130,8
Hit,3.190051,643.4255,130,8
Hit,3.196108,643.4316,130,8
Hit,3.202085,643.4376,130,8
Hit,3.208118,643.4436,130,8
Hit,3.214098,643.4496,130,8
Hit,3.220187,643.4557,130,8
Hit,3.224981,643.4605,130,8
Hit,3.229121,643.4647,130,8
Hit,3.23526,643.4708,130,8
Hit,3.239135,643.4747,130,8
Hit,3.24507,643.4806,130,8
Hit,3.251229,643.4868,130,8
Miss,3.336067,643.5717,130,8
Start,0.2085001,644.9158,0,21
Hit,1.362505,646.0696,10,20
Hit,2.552523,647.2596,20,19
Hit,3.838626,648.5457,30,18
Hit,5.121561,649.829,40,17
Hit,6.502363,651.21,60,15
Hit,7.775698,652.4837,60,15
Hit,8.83269,653.5408,70,14
Hit,8.838717,653.5468,70,14
Hit,8.844791,653.5529,70,14
Miss,8.863766,653.5718,70,14
Start,0.7939442,654.462,70,14
Miss,2.304028,655.9722,80,13
Start,0.269327,656.3485,80,13
Hit,1.7072,657.7862,80,13
Miss,2.967273,659.0463,90,12
Start,0.4096134,659.5648,90,12
Hit,1.859211,661.0142,90,12
Miss,2.97562,662.131,100,11
Start,0.2666967,663.3507,0,21
Hit,1.423791,664.5073,10,20
Hit,2.612732,665.6962,20,19
Hit,3.896673,666.9797,30,18
Hit,5.186049,668.2693,40,17
Hit,5.202731,668.2859,40,17
Hit,5.208751,668.292,40,17
Hit,5.214817,668.298,40,17
Hit,5.220832,668.3041,40,17
Hit,5.240816,668.3241,40,17
Hit,5.251693,668.335,40,17
Hit,5.255926,668.3392,40,17
Hit,5.262715,668.3459,40,17
Hit,5.272681,668.356,40,17
Hit,5.279894,668.3632,40,17
Hit,5.285806,668.3691,40,17
Hit,5.298917,668.3822,40,17
Hit,5.304838,668.3881,40,17
Miss,5.604146,668.6874,40,17
Start,0.3657953,669.7592,40,17
Hit,1.713475,671.1071,50,16
Hit,10.15434,679.5473,60,15
Hit,11.04337,680.4363,70,14
Hit,11.92572,681.3184,80,13
Hit,12.97135,682.364,90,12
Hit,12.97737,682.37,90,12
Hit,12.98348,682.3761,90,12
Hit,12.9894,682.382,90,12
Hit,12.99541,682.388,90,12
Hit,13.00138,682.394,90,12
Hit,13.00747,682.4001,90,12
Miss,13.02541,682.418,90,12
Start,0.3969498,682.9492,90,12
Hit,1.896728,684.449,100,11
Miss,1.907526,684.4598,100,11
Start,0.3132039,684.8773,100,11
Miss,1.955189,686.519,120,9
Start,0.2984177,687.6484,0,21
Hit,1.452477,688.8024,10,20
Hit,2.641526,689.9916,20,19
Hit,3.928572,691.2791,30,18
Miss,5.285605,692.636,40,17
Start,0.5480354,693.2864,40,17
Hit,1.894484,694.6325,50,16
Hit,2.779993,695.5182,60,15
Hit,3.653984,696.3921,70,14
Miss,4.79304,697.5315,80,13
Start,0.7496332,698.3583,80,13
Hit,2.187067,699.7955,80,13
Miss,3.451103,701.0594,90,12
Start,0.5733355,701.7336,90,12
Miss,2.083059,703.2433,90,12
Start,0.1067925,704.091,0,21
Hit,1.260634,705.2449,10,20
Hit,2.452501,706.4369,20,19
Hit,3.734632,707.7189,30,18
Hit,5.019711,709.004,40,17
Hit,6.396728,710.3812,60,15
Miss,7.841712,711.826,80,13
Start,0.4502579,712.3834,80,13
Hit,1.892972,713.8265,90,12
Hit,3.179187,715.1125,100,11
Miss,5.692983,717.626,110,10
Start,0.3513179,718.1524,110,10
Hit,1.794238,719.5961,110,10
Miss,3.241026,721.043,130,8
Start,0.2840321,721.4322,130,8
Hit,1.720978,722.869,130,8
Miss,3.152122,724.3002,150,6
Type,Time,AllTime,Score,Block
Start,0.7076012,0.6983148,0,21
Hit,1.864378,1.864378,10,20
Hit,3.063543,3.063543,20,19
Hit,3.933416,3.933416,30,18
Hit,4.871401,4.871401,40,17
Hit,5.741486,5.741486,50,16
Hit,6.675515,6.675515,60,15
Hit,7.542574,7.542574,70,14
Hit,8.482546,8.482546,80,13
Hit,11.28568,11.28568,110,10
Hit,11.29164,11.29164,110,10
Hit,23.13502,23.13502,130,8
Hit,23.15102,23.15102,130,8
Hit,24.83915,24.83915,140,7
Hit,26.41628,26.41628,160,5
Hit,28.15526,28.15526,170,4
Miss,28.16615,28.16031,170,4
Start,0.4852523,28.73151,170,4
Miss,2.00002,30.24628,170,4
Start,0.2332419,30.57851,170,4
Hit,1.674054,32.01931,170,4
Hit,3.14296,33.48822,170,4
Miss,4.68532,35.03057,170,4
Start,0.2786671,35.41808,170,4
Hit,1.716067,36.85546,170,4
Hit,3.187863,38.32727,170,4
Miss,4.731211,39.87059,170,4
Start,0.2834176,42.02057,0,21
Hit,1.44026,43.17739,10,20
Hit,2.629291,44.36641,20,19
Hit,3.911369,45.6485,30,18
Hit,5.213332,46.95047,40,17
Hit,7.736288,49.47341,50,16
Miss,7.742462,49.47958,50,16
Start,0.2005229,49.88624,50,16
Hit,1.540003,51.22573,60,15
Hit,9.905288,59.59104,70,14
Hit,28.01291,77.69881,80,13
Miss,29.0909,78.77679,100,11
Start,0.4543555,79.31508,100,11
Hit,1.925059,80.78582,110,10
Hit,1.931062,80.79182,110,10
Hit,1.941015,80.80178,110,10
Hit,1.947213,80.80798,110,10
Hit,1.951537,80.8123,110,10
Miss,1.968028,80.82879,110,10
Start,0.5044954,81.44029,110,10
Hit,1.947113,82.88296,110,10
Hit,3.231253,84.1671,120,9
Miss,4.678258,85.61414,140,7
Start,0.3187671,87.90855,0,21
Hit,1.471592,89.06139,10,20
Hit,2.663562,90.25335,20,19
Hit,3.943603,91.53335,30,18
Hit,5.233675,92.82346,40,17
Miss,6.158487,93.74828,50,16
Start,0.3466549,94.17124,50,16
Hit,1.692906,95.51749,60,15
Hit,10.38756,104.2122,70,14
Hit,10.39933,104.2239,70,14
Hit,10.40347,104.2281,70,14
Hit,12.00589,105.8305,80,13
Miss,12.01224,105.8368,80,13
Start,0.38827,106.3082,80,13
Hit,1.830011,107.7499,90,12
Hit,2.765321,108.6852,100,11
Hit,2.772331,108.6922,100,11
Hit,2.778057,108.6979,100,11
Hit,2.784018,108.7039,100,11
Hit,2.790053,108.7099,100,11
Miss,2.802082,108.7219,100,11
Start,0.3755619,109.1734,100,11
Hit,1.943098,110.741,120,9
Miss,3.302159,112.1,130,8
Start,0.4405212,113.6156,0,21
Hit,1.595904,114.771,10,20
Hit,2.783926,115.959,20,19
Hit,4.069013,117.2441,30,18
Miss,5.42312,118.5983,40,17
Start,0.02850675,118.7357,40,17
Hit,1.372951,120.0802,50,16
Hit,9.731326,128.4386,60,15
Hit,27.79895,146.5061,70,14
Miss,29.38195,148.089,80,13
Start,28.56466,176.7595,80,13
