1,3.305513
1,5.465668
0,8.275112
1,3.144992
1,5.491753
1,7.660231
1,9.676251
1,11.20427
1,12.73436
1,14.26144
1,15.94948
1,15.96952
1,15.99922
0,16.00993
1,3.101707
0,12.2597
1,7.660319
1,9.825398
1,9.855441
0,9.865437
1,3.076035
1,5.218122
1,7.526256
1,9.832323
1,12.31538
1,14.7946
1,17.44262
1,19.74873
1,22.07782
1,24.60592
1,27.29201
1,32.15424
1,36.10437
1,40.68447
1,44.41469
1,48.61506
1,52.54744
1,56.32537
0,56.37118
1,3.082148
1,5.730129
1,8.039145
1,10.68632
1,13.33747
1,15.9856
1,18.63371
1,2.230959
1,4.367074
1,6.507143
1,8.64818
1,10.95429
1,13.26249
1,15.25963
1,16.81056
1,18.3666
1,20.42671
1,22.48378
1,24.53982
1,26.45679
1,30.9711
1,38.67846
1,38.68345
1,38.72342
0,38.73013
1,2.873867
1,5.174331
1,7.827328
1,10.47744
1,19.37978
1,27.11311
1,29.71218
1,32.31431
1,34.9155
1,2.282089
1,3.786209
1,5.402279
1,6.808297
1,8.213394
1,9.616455
1,11.01855
1,12.54459
1,13.94924
1,15.47067
1,17.11387
1,18.63779
1,22.21395
1,27.80217
1,33.38337
1,39.63766
1,42.02271
1,43.93807
1,46.14391
1,48.342
0,50.64805
1,2.642133
1,5.123262
1,7.432304
1,10.07844
1,12.38573
1,14.54964
1,16.82482
1,19.09144
1,21.22589
1,23.50301
1,25.77817
1,28.05274
1,30.33129
1,32.6097
1,34.8855
1,37.15963
1,39.43673
1,2.393198
1,4.354233
1,5.832368
1,7.309346
1,8.793412
1,10.28045
1,11.88649
1,13.6256
1,15.22969
1,16.83972
1,18.57476
1,20.31091
1,22.05495
1,24.32598
1,26.58807
1,28.85114
1,30.80726
1,33.06939
1,35.02546
1,37.4501
1,39.86662
1,42.28963
1,44.58787
1,63.51886
0,70.6032
1,22.92435
1,25.04434
1,2.197692
0,4.118848
1,2.60229
1,4.570254
1,6.538314
1,8.508401
1,10.30211
1,12.10756
1,13.9097
1,19.62185
1,19.63184
1,19.66186
0,19.67183
1,3.346485
1,5.264558
1,7.49677
1,17.94402
0,20.06596
1,3.528794
1,3.533817
0,3.583826
1,3.838091
1,12.33011
1,16.49889
1,20.98393
1,23.08191
1,25.27695
1,27.64412
1,30.80428
1,30.85025
1,30.85532
1,30.8741
1,40.55363
1,50.85215
0,53.36474
1,3.695243
1,3.701164
1,3.738771
1,3.784168
0,3.78911
