Type,Time,AllTime,Score,Block
Start,0.7333021,0.7267652,0,21
Hit,1.603835,1.603835,10,20
Hit,2.506019,2.506019,20,19
Hit,3.472942,3.472942,30,18
Hit,4.443704,4.443704,40,17
Hit,5.378109,5.378109,50,16
Hit,6.018232,6.018232,60,15
Hit,6.699095,6.699095,70,14
Hit,7.335542,7.335542,80,13
Hit,8.021327,8.021327,90,12
Hit,8.796147,8.796147,110,10
Miss,9.597166,9.591168,120,9
Start,0.9313299,10.58948,120,9
Hit,1.942201,11.60035,130,8
Hit,2.910039,12.56819,140,7
Hit,3.945329,13.60348,160,5
Hit,4.990179,14.64834,170,4
Hit,6.10215,15.76031,170,4
Miss,7.26434,16.9225,170,4
Start,0.5484318,17.55188,170,4
Hit,1.633017,18.63647,170,4
Miss,2.796045,19.7995,170,4
Type,Time,AllTime,Score,Block
Start,0.7270543,0.7177233,0,21
Hit,1.599742,1.599742,10,20
Hit,2.496799,2.496799,20,19
Hit,3.466781,3.466781,30,18
Hit,4.436837,4.436837,40,17
Hit,5.372084,5.372084,50,16
Hit,6.469921,6.469921,70,14
Hit,7.569069,7.569069,80,13
Miss,8.576937,8.570996,90,12
Start,0.6981887,9.358173,90,12
Hit,1.783282,10.44327,100,11
Miss,2.788257,11.44824,110,10
Start,0.9277526,12.43107,110,10
Hit,2.00686,13.51017,110,10
Hit,3.05289,14.5562,130,8
Hit,4.165116,15.66842,130,8
Hit,5.275062,16.77837,130,8
Hit,6.139958,17.64326,140,7
Hit,14.26841,25.77171,180,3
Hit,15.22225,26.72554,190,2
Hit,16.48792,27.9912,190,2
Hit,17.6773,29.18057,200,1
Hit,18.94631,30.44959,200,1
Hit,20.21144,31.71472,200,1
Hit,21.4805,32.98377,200,1
Hit,22.74743,34.25066,200,1
Clear,23.47453,34.98221,210,0
Start,0.9839282,38.10442,210,21
Hit,1.856833,38.97731,210,21
Hit,2.755831,39.8763,210,21
Hit,3.657847,40.77831,220,20
Hit,4.557924,41.67839,230,19
Hit,5.525001,42.64547,240,18
Hit,6.49192,43.61237,250,17
Hit,7.458994,44.57944,260,16
Hit,8.429021,45.54947,280,14
Hit,9.395106,46.51555,290,13
Hit,10.36209,47.48255,300,12
Hit,11.40726,48.52774,310,11
Hit,12.44338,49.56385,320,10
Hit,13.46522,50.58567,370,7
Miss,14.28532,51.40577,380,6
Start,0.8193324,52.28211,380,6
Hit,1.907251,53.37006,380,6
