1,2.062884
1,3.25147
1,4.535605
1,5.816608
1,7.194722
1,8.569759
1,10.03988
1,11.32673
0,12.68094
1,2.538015
1,3.918198
1,5.390223
1,6.865037
1,9.339389
1,13.68076
1,15.44464
1,17.44271
1,19.57643
1,21.70505
1,23.83912
1,25.9711
1,28.10059
0,30.33681
1,1.789668
1,2.991781
1,4.085016
1,5.177837
1,1.397155
1,2.584858
1,3.763135
1,4.959931
1,6.242951
1,7.527047
1,8.74544
1,9.986782
1,11.22738
1,12.38526
1,13.45632
0,14.75939
1,1.74018
1,3.169129
1,4.505165
1,5.766413
1,5.791244
1,5.79626
1,5.80123
1,5.811265
0,5.821208
1,1.861146
0,3.218197
1,1.479183
1,2.66924
1,3.952284
1,5.234365
1,6.612165
1,7.990431
1,9.457684
1,10.74256
1,12.03464
1,12.03962
1,17.68384
1,20.10406
1,22.14306
1,24.31613
1,26.49458
1,28.53029
0,30.53091
1,1.785169
1,3.16808
1,4.258101
1,5.345587
1,6.436176
0,7.561263
1,1.605083
1,1.19154
1,2.379591
1,3.570642
1,4.753681
1,6.041703
1,7.323259
1,8.545833
1,9.781834
1,11.02493
1,12.18096
1,13.25005
0,14.55508
1,1.59029
0,2.924115
1,4.587259
1,5.890682
1,6.917289
1,8.010502
1,9.121447
1,9.126529
1,9.141388
1,9.146379
0,9.151381
1,1.28336
1,2.476469
1,3.754502
1,5.042492
1,6.418178
1,7.792631
1,9.266663
1,10.54889
1,11.8348
1,13.61285
1,14.67794
1,15.65195
1,16.49928
1,17.34
1,18.24908
1,19.1581
1,20.19715
1,21.23812
0,22.32824
1,3.567949
1,4.943946
1,6.409987
1,7.886038
1,9.26212
1,10.6372
1,1.471288
1,2.658205
1,3.843607
1,5.035456
1,6.319499
1,7.602481
1,8.823521
1,10.06266
1,11.30163
1,12.45877
1,13.53074
0,14.83178
1,1.873102
0,3.207171
1,1.962059
1,3.29316
1,3.299143
1,3.311088
0,3.323107
1,1.883083
1,3.355182
1,4.640157
1,6.015949
1,7.377497
1,8.866338
1,10.33741
1,11.80744
1,13.28016
1,14.75167
1,17.27376
1,19.79168
1,1.985068
1,3.084884
1,4.180017
0,5.348004
1,1.806083
1,2.902115
1,4.184137
1,5.373253
1,6.751256
1,8.033308
1,9.507403
1,10.88244
0,12.42544
