1,1.87964
1,3.069727
1,4.357752
0,5.315942
1,16.37982
1,24.73914
1,43.403
0,43.44784
0,2.258102
1,1.982054
1,1.987046
1,1.99705
1,2.00205
1,2.007093
1,2.017075
1,2.022332
0,2.031646
1,2.1268
1,3.323341
1,4.605519
0,5.962408
1,1.498328
1,9.859626
1,27.98534
0,28.95976
1,5.739162
1,7.118194
1,8.588253
1,10.06735
1,11.03198
1,12.13885
0,13.19446
1,3.806001
1,4.860906
1,8.680332
1,12.74424
1,14.1673
1,15.33342
1,15.3394
1,15.34437
1,15.34937
1,15.35433
1,15.35939
1,15.36436
1,15.36934
1,15.3744
1,15.3844
1,15.39097
0,15.40156
1,1.578773
1,2.766791
1,4.052847
1,5.333932
1,6.71214
1,8.103042
0,10.48517
1,2.118067
0,3.302101
1,1.579034
1,2.952116
1,4.418258
1,5.942225
0,5.963294
1,1.785209
1,3.658749
0,4.76294
1,2.359852
1,3.547828
1,4.830734
1,5.782278
1,5.792083
1,5.797709
1,5.8027
1,5.807699
1,5.812688
1,5.817778
1,5.8227
1,5.827744
0,5.832872
