1,2
0,4
1,12.09536
1,13.28444
1,14.5675
1,15.84956
1,17.22758
1,18.60266
1,20.07575
1,21.35776
1,22.6428
1,24.36387
1,26.91999
1,29.69908
1,31.97635
1,34.62931
1,35.77131
0,35.78134
1,2.065116
1,3.266154
1,4.29117
1,5.386097
1,6.481301
0,6.654257
1,1.897647
1,3.371716
1,4.656773
1,5.794796
1,6.938951
1,8.074869
1,9.215956
1,2.981301
1,4.169517
1,5.35475
1,6.545442
1,7.830562
1,9.113585
1,10.33463
1,11.57064
1,12.81374
1,13.97076
1,15.04082
0,16.34487
1,1.865033
0,3.200139
1,2.283064
1,3.58815
1,4.613173
1,5.705209
0,6.851237
1,2.039496
1,3.234493
1,4.518556
1,5.800744
1,7.176668
1,8.555745
1,10.02876
1,11.31029
1,12.59395
1,14.30812
1,16.87308
1,19.64956
1,21.92723
1,24.55753
1,27.1976
1,29.65268
1,31.47268
1,32.51769
1,1.34322
1,2.534307
1,3.720289
1,4.910425
1,6.189415
1,7.469833
0,8.758596
1,1.585048
1,2.869107
1,4.151236
1,5.357302
1,5.36329
1,14.91664
0,27.28031
1,1.890635
1,3.172706
1,4.546752
1,6.022785
1,7.394955
1,8.869369
1,10.24614
1,11.71512
1,13.18707
1,14.65919
1,16.13321
1,17.6403
1,17.65025
1,17.65572
1,17.66132
0,17.67635
1,1.87471
0,3.128025
1,1.675052
1,3.143535
1,4.619162
1,1.274241
1,2.372336
1,3.466291
1,4.561208
1,5.659371
1,6.755439
1,7.94346
1,9.221585
1,10.44856
1,11.3386
1,12.22331
1,13.32371
1,14.20974
1,15.30573
1,16.26084
1,17.21482
1,18.17291
1,19.0629
1,20.09002
1,21.04709
1,22.07306
1,23.16909
1,24.12912
1,25.22663
1,26.32125
1,27.35127
1,28.36943
0,29.43751
1,1.974032
1,3.448158
1,4.91731
1,1.470476
1,3.249142
0,3.259276
1,1.536106
1,2.8163
1,4.102573
1,5.387231
1,6.761298
1,8.13637
1,9.232367
1,10.42248
1,11.60771
1,12.89255
1,14.36862
1,15.74478
1,16.83367
1,17.93675
1,19.03181
1,20.21682
1,21.50001
0,22.94894
1,1.610119
1,2.797247
1,4.083253
1,5.364319
1,6.73518
1,8.117432
0,9.66347
1,1.651601
1,2.93273
1,3.916136
1,4.75617
1,5.669548
1,6.512434
1,7.89728
1,9.967342
1,12.3405
0,14.67281
1,2.49981
1,3.690244
1,4.974275
1,6.259665
1,7.633265
1,9.010427
1,10.48334
1,11.76741
1,13.05346
1,14.7715
1,17.42955
0,17.43952
1,2.276067
1,2.301264
1,2.311112
1,2.321685
0,2.337125
1,2.090145
1,3.291083
1,4.177121
1,5.269687
1,6.218303
1,7.313241
1,8.403203
1,9.494319
1,10.58824
1,11.67943
1,12.7044
1,13.79638
1,14.74841
1,15.84052
1,16.92943
1,17.95547
1,19.04845
1,20.1375
1,21.23253
1,22.32461
1,1.720743
1,2.905757
1,4.097761
1,5.282834
1,6.566875
1,7.851889
1,9.073709
1,10.31305
1,11.54999
1,12.70896
1,13.76206
0,15.0851
