6,30,33.23,140,1,0.071470926
1,50,31.84,100,2,0.235151302
4,30,18.36,120,1,0.241969681
3,25,4.18,120,1,0.455349506
2,30,3.48,100,1,0.758140935
5,25,19.05,140,1,0.956035521
