Type,Time,AllTime,Score,Block
Start,2.597093,2.594774,0,21
Hit,3.472012,3.472012,10,20
Hit,4.371726,4.371726,20,19
Hit,5.340744,5.340744,30,18
Hit,6.308048,6.308048,40,17
Hit,7.24165,7.24165,50,16
Hit,8.342264,8.342264,70,14
Hit,9.442469,9.442469,80,13
Miss,10.44358,10.44305,90,12
Start,0.7217982,11.25168,90,12
Hit,1.808381,12.33826,100,11
Hit,2.778327,13.30821,110,10
Hit,3.570306,14.10018,110,10
Hit,4.362091,14.89198,110,10
Hit,5.101883,15.63177,120,9
Hit,5.893819,16.42372,130,8
Hit,6.686403,17.21628,130,8
Hit,7.477918,18.00779,130,8
Hit,8.269063,18.79892,130,8
Hit,9.0627,19.59257,130,8
Hit,9.854331,20.38418,130,8
Hit,10.54629,21.07615,140,7
Hit,11.33879,21.86867,150,6
Hit,12.12982,22.65968,150,6
Hit,12.92258,23.45245,150,6
Miss,13.7469,24.27673,150,6
Start,1.07783,25.41246,150,6
Hit,2.163816,26.49844,150,6
Hit,3.275157,27.60979,160,5
Miss,4.223916,28.55857,170,4
Start,0.5492427,29.18817,170,4
Hit,1.635443,30.27436,170,4
Miss,2.794075,31.433,170,4
Start,1.080427,43.82059,0,21
Hit,1.955408,44.69545,10,20
Hit,2.856065,45.59611,20,19
Hit,3.823859,46.56386,30,18
Hit,4.791926,47.53196,40,17
Hit,5.725553,48.46567,50,16
Hit,6.825417,49.56553,70,14
Hit,7.925677,50.66584,80,13
Miss,8.92743,51.66761,90,12
Start,0.6202888,52.37273,90,12
Hit,1.707974,53.46044,100,11
Miss,2.710478,54.46294,110,10
Start,1.291474,55.8131,110,10
Hit,2.377342,56.89901,110,10
Hit,3.417862,57.93951,130,8
Hit,4.530428,59.05217,130,8
Hit,5.642776,60.16454,130,8
Hit,6.504647,61.02641,140,7
Hit,7.520441,62.04224,140,7
Hit,8.472626,62.99432,150,6
Hit,9.488965,64.0106,150,6
Hit,10.50477,65.02646,150,6
Hit,11.52098,66.04276,150,6
Hit,13.11245,67.63412,160,5
Hit,15.3525,69.87408,160,5
Hit,17.59199,72.11353,170,4
Hit,19.83177,74.35326,170,4
Hit,22.07283,76.59431,180,3
Hit,23.34265,77.86429,190,2
Hit,24.2387,78.7606,190,2
Miss,25.17257,79.69446,190,2
Start,1.020434,80.78089,190,2
Hit,2.106751,81.86713,190,2
Miss,3.16079,82.9213,200,1
