Type,Time,AllTime,Score,Block
Start,1.093115,1.090725,0,21
Miss,2.016694,2.014495,10,20
Start,4.363089,6.461305,10,20
Miss,5.353097,7.451313,20,19
Start,0.7514948,8.286359,20,19
Miss,1.813012,9.347879,30,18
Start,0.5191762,9.950034,30,18
Hit,1.61233,11.04318,40,17
Miss,2.826299,12.25716,50,16
Start,0.4531068,16.60145,0,21
Miss,1.376998,17.52537,10,20
Start,0.9297023,18.53685,10,20
Miss,1.918398,19.52552,20,19
Start,0.4716332,20.08069,20,19
Hit,1.483969,21.093,30,18
Miss,3.656755,23.26583,50,16
Start,0.4203162,23.84115,50,16
Miss,1.554532,24.97535,60,15
Start,0.2487264,26.77582,0,21
Hit,1.121552,27.64864,10,20
Hit,2.022734,28.54981,20,19
Hit,2.990776,29.51785,30,18
Miss,4.005294,30.53236,40,17
Start,0.399821,31.01487,40,17
Miss,1.46083,32.07587,50,16
Start,0.2711874,32.4305,50,16
Miss,1.404632,33.56395,60,15
Start,0.2945603,33.94218,60,15
Miss,1.573802,35.22137,130,12
Start,0.08904161,36.93057,0,21
Hit,0.9641138,37.80571,10,20
Hit,1.86459,38.70627,20,19
Hit,2.832028,39.67375,30,18
Miss,3.968776,40.81059,40,17
Start,0.3968832,41.30674,40,17
Miss,1.460286,42.37014,50,16
Start,0.4797025,42.93156,50,16
Miss,1.614272,44.06609,60,15
Start,0.6783882,44.82682,60,15
Miss,1.95616,46.10464,130,12
Start,0.6973439,47.64095,0,21
Hit,1.570753,48.5145,10,20
Hit,2.470903,49.41471,20,19
Miss,3.487341,50.43114,30,18
Start,0.4459428,50.95952,30,18
Hit,1.458526,51.97215,40,17
Hit,2.102051,52.61571,50,16
Miss,3.233402,53.74715,60,15
Start,1.10763,54.95192,60,15
Miss,2.240315,56.08458,70,14
Start,0.4914238,56.65772,70,14
Miss,1.768749,57.93506,140,11
Start,0.1514566,59.66868,0,21
Hit,1.027135,60.54438,10,20
Hit,1.927086,61.44439,20,19
Hit,2.894572,62.41191,30,18
Miss,3.909704,63.42699,40,17
Start,0.3985612,63.90905,40,17
Hit,1.412897,64.92341,50,16
Miss,2.610476,66.12099,60,15
Start,0.1680526,66.41263,60,15
Miss,1.303746,67.54848,70,14
Start,2.024331,69.65351,70,14
Miss,3.302,70.93114,140,11
Type,Time,AllTime,Score,Block
Start,2.475502,2.473234,0,21
Miss,3.396538,3.3961,10,20
Start,0.2451666,3.724742,10,20
Hit,1.188096,4.667673,20,19
Hit,2.087988,5.567565,30,18
Hit,3.128313,6.607887,50,16
Hit,4.096188,7.575756,60,15
Hit,5.208453,8.68804,70,14
Miss,6.295436,9.775035,90,12
