Type,Time,AllTime,Score,Block
Start,1.963696,1.961788,0,21
Hit,4.577664,4.577664,10,20
Hit,7.26606,7.26606,20,19
Hit,10.16577,10.16577,30,18
Hit,13.06561,13.06561,40,17
Hit,15.52407,15.52407,50,16
Hit,17.72396,17.72396,60,15
Hit,20.26859,20.26859,70,14
Hit,22.46855,22.46855,80,13
Hit,24.84057,24.84057,90,12
Hit,27.56009,27.56009,90,12
Hit,30.10401,30.10401,100,11
Hit,32.82404,32.82404,100,11
Hit,35.54473,35.54473,110,10
Hit,37.91557,37.91557,120,9
Hit,40.61306,40.61306,130,8
Hit,46.80289,46.80289,140,7
Hit,54.59269,54.59269,170,4
Hit,56.5389,56.5389,180,3
Hit,60.88818,60.88818,190,2
Hit,65.51273,65.51273,190,2
Hit,70.13496,70.13496,200,1
Hit,74.76681,74.76681,200,1
Hit,77.28872,77.28872,200,1
Miss,79.91644,79.91498,200,1
Start,1.84474,81.94759,200,1
Hit,5.096019,85.19881,200,1
Clear,6.752721,86.85608,210,0
Start,1.100551,90.2067,210,21
Hit,3.715215,92.82129,210,21
Hit,6.403986,95.50994,210,21
Hit,9.092009,98.19792,220,20
Hit,11.77933,100.8853,230,19
Hit,14.67988,103.7857,240,18
Hit,17.61574,106.7214,250,17
Hit,26.53996,115.6456,260,16
Miss,32.46026,121.5661,270,15
Start,1.06415,122.806,270,15
Hit,4.101941,125.8438,280,14
Hit,7.002007,128.7439,290,13
Hit,9.903758,131.6452,310,11
Hit,12.80345,134.5448,320,10
Hit,16.97399,138.7155,330,9
Miss,17.18412,138.9256,330,9
Start,1.084237,140.461,330,9
Hit,4.333053,143.7098,330,9
Hit,7.445489,146.8228,340,8
Hit,10.68965,150.0671,360,6
Hit,14.05411,153.4315,370,5
Hit,17.41825,156.7958,380,4
Hit,20.44748,159.825,390,3
Hit,22.8601,162.2374,410,1
Hit,25.27217,164.65,410,1
Hit,27.68383,167.0611,410,1
Hit,30.09629,169.4736,410,1
Hit,32.50813,171.8857,410,1
Clear,33.73766,173.1158,420,0
Start,1.273813,176.4308,420,28
Hit,3.675058,178.8319,430,27
Hit,6.151845,181.3087,440,26
Hit,8.627664,183.7842,450,25
Hit,11.10202,186.2582,460,24
Hit,13.57863,188.7352,470,23
Hit,16.05574,191.2115,480,22
Hit,18.74369,193.8992,490,21
Hit,21.64191,196.7973,510,19
Hit,24.75532,199.9104,520,18
Hit,27.44584,202.6008,530,17
Hit,35.46009,210.615,540,16
Hit,38.01775,213.1724,550,15
Hit,40.94181,216.0963,550,15
Hit,43.49398,218.6482,560,14
Hit,45.66873,220.8227,570,13
Hit,48.22029,223.3741,580,12
Hit,50.95745,226.1113,590,11
Hit,53.89998,229.0537,590,11
Hit,56.31376,231.4672,600,10
Hit,59.88618,235.0394,610,9
Hit,63.43407,238.5865,620,8
Hit,67.54572,242.6979,640,6
Miss,70.47156,245.6236,650,5
Start,1.402311,249.6387,0,21
Hit,4.016364,252.2531,10,20
Hit,6.703779,254.9405,20,19
Hit,9.602597,257.8398,30,18
Hit,12.50834,260.7464,40,17
Hit,14.47623,262.7154,50,16
Hit,16.74756,264.9878,60,15
Hit,18.71216,266.9533,70,14
Hit,20.67513,268.9169,80,13
Hit,28.0081,276.2524,110,10
Hit,30.10939,278.3548,120,9
Hit,32.1469,280.3923,130,8
Hit,34.78309,283.0299,140,7
Hit,37.08345,285.3308,150,6
Hit,39.71836,287.9663,150,6
Hit,42.01847,290.2673,160,5
Hit,44.65545,292.9038,160,5
Hit,47.12417,295.3714,170,4
Miss,49.53646,297.7824,180,3
Start,1.031357,299.0098,180,3
Hit,4.281054,302.2586,180,3
Hit,7.393951,305.3714,190,2
Hit,10.50606,308.4837,200,1
Clear,12.16291,310.141,210,0
Start,1.799964,315.0125,210,21
Hit,4.415433,317.6277,210,21
Hit,7.119485,320.3319,210,21
Hit,9.316659,322.5289,220,20
Miss,9.384358,322.5965,220,20
Start,1.002689,323.772,220,20
Hit,3.625465,326.3954,230,19
Hit,5.559604,328.3297,240,18
Hit,7.639159,330.4102,250,17
Hit,9.720205,332.4909,260,16
Hit,11.79916,334.5704,270,15
Hit,14.03622,336.8069,280,14
Hit,15.96428,338.7353,290,13
Hit,18.04412,340.8151,300,12
Hit,20.12428,342.8953,310,11
Hit,22.89017,345.6617,330,9
Hit,26.13317,348.9044,340,8
Hit,28.93436,351.7059,350,7
Hit,31.76228,354.5335,360,6
Hit,34.59031,357.3613,380,4
Hit,37.61052,360.3804,380,4
Hit,40.62857,363.3991,380,4
Hit,43.65062,366.4215,380,4
Hit,46.67044,369.4416,380,4
Hit,49.69033,372.462,380,4
Hit,52.73865,375.5108,380,4
Hit,52.74652,375.5187,380,4
Hit,52.75675,375.5289,380,4
Hit,52.76273,375.5349,380,4
Hit,52.77052,375.5428,380,4
Hit,52.80664,375.5788,380,4
Hit,52.81872,375.5908,380,4
Miss,52.83923,375.6113,380,4
Start,1.476292,377.3117,380,4
Hit,4.51501,380.3493,390,3
Hit,7.838817,383.6717,390,3
Hit,11.16135,386.9923,390,3
Hit,14.48642,390.3161,390,3
Hit,17.95093,393.7791,410,1
Hit,21.27436,397.1033,410,1
Hit,24.59908,400.4287,410,1
Hit,27.92254,403.7504,410,1
Clear,29.57912,405.4066,420,0
Start,0.9621299,408.3425,420,28
Hit,3.365209,410.7443,430,27
Hit,5.897702,413.2755,440,26
Miss,6.062109,413.4397,440,26
Start,0.6919859,416.4198,0,21
Hit,3.306454,419.0352,10,20
Hit,5.996115,421.7252,20,19
Hit,7.946349,423.6761,30,18
Hit,9.894965,425.6251,40,17
Hit,11.99476,427.7259,50,16
Hit,14.09435,429.8259,60,15
Hit,16.04195,431.7748,70,14
Hit,17.98976,433.7233,80,13
Hit,20.08987,435.8237,90,12
Hit,22.18954,437.9241,100,11
Hit,24.29218,440.0271,110,10
Hit,26.58602,442.3217,130,8
Hit,28.72277,444.4583,140,7
Hit,31.01499,446.7499,150,6
Hit,33.75642,449.4909,170,4
Hit,36.12888,451.8619,170,4
Hit,38.35871,454.0919,180,3
Hit,41.86084,457.593,190,2
Hit,45.58764,461.3184,190,2
Hit,49.31656,465.0457,190,2
Hit,52.80835,468.5371,200,1
Hit,56.60009,472.3257,200,1
Miss,56.82115,472.5468,200,1
Start,0.9307204,474.113,200,1
Hit,4.17909,477.3596,200,1
Hit,7.504501,480.6838,200,1
Hit,10.82887,484.0063,200,1
Hit,14.15272,487.3304,200,1
Hit,17.97368,491.1496,200,1
Hit,21.79461,494.9692,200,1
Hit,25.61472,498.7894,200,1
Hit,29.43365,502.6088,200,1
Hit,33.25351,506.4264,200,1
Clear,35.14383,508.3167,210,0
Start,1.920309,519.3431,210,21
Hit,4.53561,521.9555,210,21
Hit,7.222914,524.6405,210,21
Hit,9.915812,527.3322,220,20
Hit,11.81982,529.2345,230,19
Hit,13.86755,531.2799,240,18
Hit,15.91584,533.3271,250,17
Hit,17.81556,535.2233,260,16
Hit,20.56986,537.9785,280,14
Hit,23.94408,541.3541,290,13
Hit,27.56566,544.9733,300,12
Hit,31.18372,548.5881,310,11
Hit,34.29396,551.6976,320,10
Hit,37.56321,554.9659,330,9
Hit,41.0714,558.4739,340,8
Hit,44.62355,562.026,350,7
Hit,47.74663,565.1499,370,5
Hit,50.67061,568.075,380,4
Hit,52.90982,570.3138,400,2
Hit,55.29459,572.6997,400,2
Hit,57.67945,575.0854,400,2
Hit,60.06395,577.4711,400,2
Hit,62.2952,579.7053,410,1
Clear,63.51713,580.9294,420,0
Start,1.59849,584.4235,420,28
Hit,4.001464,586.8239,430,27
Hit,6.475996,589.2974,440,26
Hit,8.951623,591.7692,450,25
Hit,11.48803,594.3025,460,24
Hit,11.49312,594.3076,460,24
