Type,Time,AllTime,Score,Block
Miss,11.61292,594.4272,460,24
Start,0.9570759,595.7543,460,24
Hit,3.571797,598.3689,470,23
Hit,6.133425,600.9304,480,22
Miss,6.176043,600.9731,480,22
Start,0.9949564,602.1555,480,22
Hit,3.821951,604.9808,490,21
Hit,6.509965,607.6683,500,20
Hit,9.622054,610.7798,520,18
Hit,12.52014,613.6784,530,17
Hit,15.84525,617.0049,540,16
Hit,18.95722,620.1177,560,14
Hit,22.28201,623.442,560,14
Hit,25.181,626.3416,570,13
Hit,27.86903,629.0323,580,12
Hit,30.9805,632.1444,600,10
Hit,34.30547,635.4695,600,10
Hit,37.13358,638.2983,600,10
Hit,39.23607,640.4016,610,9
Hit,41.522,642.6867,620,8
Hit,43.91816,645.0843,620,8
Hit,46.3139,647.4801,620,8
Hit,48.74221,649.9084,630,7
Miss,48.8577,650.024,630,7
Start,1.418569,654.1817,0,21
Hit,4.055392,656.8184,10,20
Hit,6.684277,659.4501,20,19
Hit,8.884321,661.6509,30,18
Hit,11.0873,663.855,40,17
Hit,13.25514,666.0257,50,16
Hit,17.12527,669.8986,60,15
Hit,21.27325,674.0509,70,14
Hit,25.72526,678.5109,80,13
Hit,30.48134,683.2729,90,12
Hit,35.23624,688.035,100,11
Hit,39.99197,692.7961,100,11
Miss,44.95268,697.7631,110,10
Start,0.8498509,698.9651,110,10
Hit,3.676811,701.7966,120,9
Hit,7.000711,705.1274,120,9
Hit,9.686854,707.8175,130,8
Hit,12.58786,710.7216,140,7
Hit,15.48865,713.6201,150,6
Hit,18.60046,716.7313,160,5
Hit,21.71155,719.8452,170,4
Hit,24.61162,722.7469,180,3
Hit,27.93548,726.073,180,3
Hit,31.0486,729.1859,190,2
Hit,34.37262,732.5103,190,2
Hit,37.69562,735.8329,190,2
Hit,41.02079,739.1585,200,1
Hit,44.34491,742.4815,200,1
Hit,47.66823,745.8041,200,1
Hit,50.99288,749.1281,200,1
Hit,54.31592,752.4521,200,1
Clear,55.98534,754.1227,210,0
Start,1.678797,773.5589,210,21
Hit,4.293993,776.1703,210,21
Hit,6.982618,778.8539,210,21
Hit,9.676264,781.5439,220,20
Hit,11.63173,783.4969,230,19
Hit,15.04246,786.9056,240,18
Hit,18.70203,790.5626,260,16
Hit,22.3625,794.2186,270,15
Hit,26.29056,798.1418,280,14
Hit,30.21767,802.0638,290,13
Hit,34.14538,805.9908,310,11
Hit,38.36154,810.2039,320,10
Hit,42.30564,814.1472,330,9
Hit,46.52166,818.3617,340,8
Hit,49.93001,821.7702,350,7
Hit,53.63239,825.4731,360,6
Hit,56.23655,828.0784,380,4
Hit,59.00056,830.845,380,4
Hit,61.5886,833.4341,390,3
Hit,64.35256,836.2015,390,3
Hit,67.11618,838.9688,390,3
Hit,69.52752,841.3822,400,2
Hit,72.29269,844.1481,400,2
Hit,75.05874,846.9166,400,2
Hit,82.79656,854.6583,410,1
Hit,91.39655,863.2661,410,1
Miss,93.9883,865.8599,410,1
Start,0.7790418,866.8239,410,1
Clear,2.363059,868.4075,420,0
