Type,Time,AllTime,Score,Block
Start,2.562303,2.560835,0,21
Hit,5.176129,5.176129,10,20
Hit,7.863298,7.863298,20,19
Hit,10.7639,10.7639,30,18
Hit,13.66422,13.66422,40,17
Hit,16.12039,16.12039,50,16
Hit,18.3217,18.3217,60,15
Hit,20.86624,20.86624,70,14
Hit,23.0661,23.0661,80,13
Hit,25.43793,25.43793,90,12
Hit,28.15826,28.15826,90,12
Hit,30.70223,30.70223,100,11
Hit,33.42223,33.42223,100,11
Hit,36.14029,36.14029,110,10
Hit,38.51419,38.51419,120,9
Hit,41.21014,41.21014,130,8
Hit,44.13575,44.13575,140,7
Hit,46.50394,46.50394,140,7
Hit,48.41608,48.41608,150,6
Hit,51.45309,51.45309,170,4
Hit,54.79632,54.79632,180,3
Hit,58.14193,58.14193,190,2
Hit,61.71307,61.71307,190,2
Hit,65.28535,65.28535,190,2
Hit,68.85797,68.85797,190,2
Hit,72.42945,72.42945,190,2
Hit,76.00146,76.00146,200,1
Hit,79.57119,79.57119,200,1
Miss,83.29789,83.29742,200,1
Start,0.9910474,84.55273,200,1
Clear,2.573724,86.13599,210,0
Start,1.207442,89.4285,210,21
Hit,3.821934,92.04286,210,21
Hit,6.509314,94.73032,210,21
Hit,9.197917,97.4192,220,20
Hit,11.88551,100.1069,230,19
Hit,14.78405,103.0054,240,18
Hit,17.68494,105.9066,250,17
Hit,20.58574,108.8074,260,16
Hit,23.48582,111.7072,280,14
Hit,26.3856,114.6071,290,13
Hit,29.49678,117.7182,310,11
Hit,32.60981,120.8313,320,10
Hit,35.72105,123.9426,330,9
Hit,38.40982,126.6316,340,8
Hit,41.5214,129.7434,360,6
Hit,44.63261,132.8549,370,5
Hit,47.9569,136.1788,370,5
Hit,51.28141,139.5038,380,4
Hit,54.60407,142.826,380,4
Hit,57.71769,145.9398,390,3
Hit,60.5503,148.7717,400,2
Hit,63.67886,151.8999,410,1
Clear,65.24397,153.4656,420,0
Start,1.768664,156.7147,420,28
Hit,4.171808,159.1178,430,27
Hit,6.646737,161.5926,440,26
Hit,9.122898,164.0691,450,25
Hit,11.59999,166.5456,460,24
Hit,14.07486,169.0204,470,23
Hit,16.55172,171.497,480,22
Hit,19.23942,174.1846,490,21
Hit,22.13907,177.084,510,19
Hit,25.25099,180.1958,520,18
Hit,27.93991,182.8844,530,17
Hit,30.83861,185.7829,540,16
Hit,33.73877,188.6829,560,14
Hit,37.06303,192.007,560,14
Hit,40.17607,195.1197,580,12
Hit,43.28775,198.231,590,11
Hit,46.6117,201.5556,590,11
Hit,49.51255,204.4561,600,10
Hit,52.41151,207.3553,620,8
Hit,55.22805,210.172,630,7
Hit,60.57261,215.5164,640,6
Hit,66.92802,221.872,640,6
Hit,73.28351,228.2276,640,6
Hit,78.97879,233.9219,650,5
Hit,82.92074,237.8636,660,4
Hit,87.48426,242.4268,670,3
Hit,92.36124,247.3036,670,3
Hit,97.23658,252.1782,670,3
Hit,102.1115,257.0527,680,2
Hit,106.9894,261.9301,680,2
Hit,111.8654,266.8055,680,2
Hit,116.7397,271.6766,680,2
Hit,121.6157,276.5514,680,2
Hit,126.4935,281.4279,680,2
