Type,Time,AllTime,Score,Block
Start,0.6335538,0.6315388,0,21
Hit,1.797039,1.797039,10,20
Hit,2.992148,2.992148,20,19
Hit,4.284571,4.284571,30,18
Hit,5.465346,5.465346,50,16
Miss,6.507592,6.50563,60,15
Start,0.4100251,7.008693,60,15
Hit,1.760293,8.358961,70,14
Hit,3.052494,9.651141,80,13
Hit,4.24779,10.84645,90,12
