Type,Time,AllTime,Score,Block
Start,0.2991718,93.72559,90,12
Hit,1.385642,94.81208,100,11
Miss,2.389457,95.81585,110,10
Start,0.3701224,96.24442,110,10
Hit,1.457725,97.33195,110,10
Hit,2.49773,98.37204,130,8
Hit,3.609587,99.48386,130,8
Hit,4.722106,100.5965,130,8
Miss,5.626132,101.5007,140,7
Start,0.3303779,101.9085,140,7
Hit,1.415542,102.9936,140,7
Miss,2.469432,104.0476,150,6
Start,0.7206197,106.0271,0,21
Hit,1.596476,106.903,10,20
Hit,2.496516,107.803,20,19
Hit,3.462739,108.7692,30,18
Hit,4.431912,109.7383,40,17
Hit,5.364807,110.6713,50,16
Hit,6.466583,111.773,70,14
Miss,7.615626,112.9221,80,13
Start,0.4091158,113.4182,80,13
Hit,1.495887,114.5049,90,12
Miss,2.498422,115.5075,100,11
Start,0.3740312,115.9391,100,11
Hit,1.460793,117.0258,100,11
Hit,2.499772,118.0645,120,9
Hit,3.613786,119.1784,120,9
Miss,4.642085,120.2066,130,8
Start,0.4060386,120.6735,130,8
Hit,1.492898,121.7603,130,8
Miss,2.545195,122.8127,140,7
Start,0.9361542,125.4961,0,21
Hit,1.809777,126.3698,10,20
Hit,2.710458,127.2705,20,19
Hit,3.676619,128.2368,30,18
Hit,4.646424,129.2067,40,17
Hit,5.580379,130.1408,50,16
Hit,6.680409,131.2406,70,14
Hit,7.779804,132.34,80,13
Miss,8.782812,133.3431,90,12
Start,0.3800784,133.8081,90,12
Hit,1.466647,134.8945,100,11
Miss,2.468993,135.8966,110,10
Start,0.3075486,136.2639,110,10
Hit,1.394033,137.3505,110,10
Hit,2.433794,138.39,130,8
Hit,3.545936,139.5022,130,8
Hit,4.657867,140.6141,130,8
Miss,5.56223,141.5185,140,7
Start,0.2753718,141.8717,140,7
Hit,1.360891,142.9571,140,7
Hit,2.36982,143.9661,150,6
Hit,3.549989,145.1463,170,4
Hit,4.725325,146.3215,180,3
Hit,6.18007,147.7763,180,3
Hit,7.637856,149.234,180,3
Hit,9.093955,150.6898,180,3
Hit,10.54972,152.1455,180,3
Hit,12.00704,153.6026,180,3
Hit,12.07568,153.6712,180,3
Hit,13.02316,154.6187,190,2
Miss,14.17714,155.7726,190,2
Start,0.7846959,159.0097,0,21
Hit,1.659834,159.8849,10,20
Hit,2.559392,160.7842,20,19
Miss,3.288932,161.5135,30,18
Start,0.3616801,161.9362,30,18
Miss,1.35101,162.9257,40,17
Start,0.5056421,163.5132,40,17
Hit,1.518877,164.5266,50,16
Miss,2.718028,165.7258,60,15
Start,0.336157,166.1847,60,15
Hit,1.420281,167.2687,70,14
Hit,2.389797,168.238,80,13
Hit,3.500921,169.349,90,12
Hit,4.541798,170.3901,100,11
Hit,5.442092,171.2905,110,10
Hit,6.653224,172.5022,120,9
Hit,9.740145,175.5892,140,7
Hit,14.39597,180.2452,160,5
Miss,19.25024,185.0997,160,5
Start,0.5511811,187.7823,0,21
Hit,1.426089,188.6572,10,20
Hit,2.334225,189.565,20,19
Miss,3.431653,190.6623,30,18
Start,0.4573548,191.2141,30,18
Hit,1.398914,192.1555,40,17
Hit,2.368549,193.1252,50,16
Hit,4.889795,195.6467,60,15
Miss,7.511889,198.269,70,14
Start,0.476201,198.8376,70,14
Hit,1.489835,199.8515,80,13
Miss,2.504373,200.8662,90,12
Start,0.3051204,201.2541,90,12
Hit,1.390359,202.3394,100,11
Hit,2.430597,203.3794,110,10
Miss,3.517466,204.4663,120,9
Start,0.4874424,206.2916,0,21
Hit,1.362054,207.166,10,20
Miss,2.309757,208.1138,20,19
Start,0.4794206,208.6755,20,19
Hit,1.421156,209.6172,30,18
Hit,2.389399,210.5851,40,17
Hit,4.911197,213.1069,50,16
Miss,7.53423,215.7301,60,15
Start,0.3663212,216.1873,60,15
Miss,1.427346,217.2481,70,14
Start,0.4010667,217.7316,70,14
Hit,1.49098,218.8213,80,13
Miss,2.453233,219.7833,80,13
Start,0.578124,221.7125,0,21
Hit,1.452688,222.5871,10,20
Hit,2.352905,223.4874,20,19
Hit,3.320145,224.4547,30,18
Hit,4.288117,225.4225,40,17
Hit,5.222226,226.3566,50,16
Hit,6.326787,227.4611,70,14
Miss,7.108145,228.2425,80,13
Start,0.2703903,228.5755,80,13
Hit,1.282974,229.5877,90,12
Miss,2.24045,230.5452,110,10
Start,0.3292178,230.936,110,10
Miss,1.463606,232.0704,120,9
Start,0.510876,232.6638,120,9
Hit,1.5974,233.7504,120,9
Hit,2.708431,234.8612,130,8
Hit,3.822113,235.9748,130,8
Miss,4.883923,237.0366,140,7
Start,0.5690276,238.9424,0,21
Hit,1.443048,239.8163,10,20
Hit,2.344291,240.7177,20,19
Hit,3.311725,241.6851,30,18
Hit,4.280257,242.6535,40,17
Hit,5.21411,243.5871,50,16
Hit,6.313054,244.6861,70,14
Hit,7.413844,245.7868,80,13
Miss,8.415353,246.7884,90,12
Start,0.3304108,247.2056,90,12
Hit,1.418026,248.2934,100,11
Miss,2.422192,249.2977,110,10
Start,0.3701085,249.7258,110,10
Hit,1.457931,250.8139,110,10
Hit,2.496981,251.8533,130,8
Hit,3.609231,252.9657,130,8
Miss,4.76815,254.1246,130,8
Start,0.2960406,254.5027,130,8
Miss,1.430742,255.6374,130,8
Start,0.6666065,257.616,0,21
Hit,1.541714,258.4916,10,20
Hit,2.441916,259.3922,20,19
Hit,3.409733,260.3604,30,18
Hit,4.377897,261.3294,40,17
Hit,5.311913,262.2639,50,16
Hit,6.410951,263.3626,70,14
Hit,7.511965,264.4643,80,13
Miss,8.512955,265.4653,90,12
Start,0.2423467,265.7946,90,12
Hit,1.330222,266.8822,100,11
Miss,2.332975,267.8853,110,10
Start,0.4830361,268.4274,110,10
Hit,1.570398,269.5145,110,10
Hit,2.610001,270.5539,130,8
Hit,3.722272,271.6666,130,8
Miss,4.882047,272.8259,130,8
Start,0.3511052,273.2593,130,8
Hit,1.438164,274.3459,130,8
Miss,2.490734,275.3989,140,7
Start,1.014213,278.2769,0,21
Hit,1.889439,279.1522,10,20
Hit,2.789457,280.0525,20,19
Hit,3.757231,281.0201,30,18
Hit,4.733339,281.9966,40,17
Hit,4.743046,282.0063,40,17
Hit,4.745568,282.0088,40,17
Miss,4.772359,282.0356,40,17
Start,0.534378,282.6535,40,17
Hit,1.550002,283.6693,50,16
Miss,2.746321,284.8657,60,15
Start,0.3452667,285.334,60,15
Hit,1.450513,286.4399,70,14
Miss,1.507939,286.4973,70,14
Start,0.502459,287.1662,70,14
Miss,1.780346,288.4448,140,11
Start,0.6412528,290.6204,0,21
Hit,1.516099,291.4951,10,20
Hit,2.415572,292.3947,20,19
Hit,3.384713,293.3639,30,18
Hit,4.352673,294.3319,40,17
Hit,5.286849,295.2664,50,16
Hit,6.386806,296.3664,70,14
Miss,7.535907,297.5164,80,13
Start,0.3560483,297.9578,80,13
Hit,1.444844,299.0462,90,12
Hit,2.081646,299.6823,100,11
Hit,2.71911,300.3197,110,10
Hit,3.406698,301.0069,120,9
Hit,4.094433,301.6939,130,8
Hit,4.882924,302.4821,130,8
Hit,5.670853,303.2699,130,8
Hit,6.459651,304.0583,130,8
Hit,7.195676,304.7943,140,7
Hit,7.930681,305.5292,150,6
Hit,8.719202,306.3173,150,6
Hit,9.407669,307.0057,160,5
Hit,10.0437,307.6418,170,4
Hit,10.73159,308.3293,180,3
Hit,11.46764,309.0651,190,2
Hit,12.25404,309.8519,190,2
Hit,13.0427,310.6401,190,2
Hit,13.83166,311.4289,190,2
Hit,14.61952,312.217,190,2
Hit,15.35406,312.9512,200,1
Clear,15.82432,313.4218,210,0
Start,1.407184,316.9104,210,21
Hit,2.282544,317.7857,210,21
Hit,3.182365,318.686,210,21
Hit,4.082638,319.5865,220,20
Hit,4.981829,320.4862,230,19
Hit,5.950682,321.4556,240,18
Hit,6.918556,322.4236,250,17
Hit,7.886689,323.3924,260,16
Hit,8.886341,324.3928,280,14
Miss,8.897048,324.4035,280,14
Start,0.5870402,325.0499,280,14
Hit,1.602283,326.0659,290,13
Miss,2.617318,327.0811,300,12
Start,0.3433006,327.5073,300,12
Hit,1.429793,328.5945,310,11
Hit,2.470124,329.6348,320,10
Hit,3.509916,330.6751,330,9
Miss,4.596348,331.762,340,8
Start,0.4958469,334.2552,0,21
Hit,1.368495,335.1281,10,20
Hit,2.26946,336.0296,20,19
Hit,3.236567,336.9968,30,18
Hit,4.205194,337.9659,40,17
Hit,5.139421,338.9004,50,16
Hit,6.243454,340.0044,70,14
Hit,6.916478,340.677,80,13
Hit,6.917909,340.6785,80,13
Hit,6.920298,340.6809,80,13
Miss,6.935424,340.6959,80,13
Start,0.3866159,341.1435,80,13
Hit,1.401478,342.1585,90,12
Miss,2.418105,343.1745,100,11
Start,0.272074,343.5285,100,11
Hit,1.358284,344.6147,110,10
Hit,2.468495,345.7252,110,10
Hit,3.510534,346.7673,130,8
Hit,4.622616,347.8794,130,8
Hit,5.734692,348.9919,130,8
Miss,6.750849,350.0078,140,7
Start,0.3930665,350.4818,140,7
Miss,1.525413,351.6138,140,7
Start,0.7193912,353.8438,0,21
Hit,1.593985,354.7181,10,20
Hit,2.494799,355.6192,20,19
Hit,3.462936,356.5875,30,18
Miss,4.478076,357.6031,40,17
Start,0.3127089,357.9974,40,17
Hit,1.327373,359.0128,50,16
Hit,2.455412,360.1413,60,15
Hit,3.89517,361.5811,70,14
Miss,5.122661,362.8091,80,13
Start,0.3894839,363.2637,80,13
Hit,1.474928,364.3496,90,12
Hit,2.587296,365.4615,90,12
Hit,3.500072,366.3747,100,11
Miss,3.534688,366.4093,100,11
Start,0.362714,366.8555,100,11
Hit,1.448665,367.942,100,11
Hit,2.488914,368.9826,120,9
Hit,3.157972,369.652,130,8
Hit,3.949797,370.444,140,7
Miss,4.698846,371.1929,150,6
Start,0.5604796,374.5636,0,21
Hit,1.434075,375.437,10,20
Hit,2.334548,376.3378,20,19
Hit,3.303688,377.3065,30,18
Hit,4.271734,378.2749,40,17
Hit,5.205705,379.2093,50,16
Hit,6.312534,380.3163,70,14
Miss,7.268456,381.2719,90,12
Start,0.3604967,381.6917,90,12
Hit,1.373613,382.7049,100,11
Hit,2.413939,383.7455,110,10
Miss,3.319427,384.6505,120,9
Start,0.3400527,385.0677,120,9
Miss,1.472514,386.2007,130,8
Start,0.3531579,386.6363,130,8
Hit,1.440936,387.7243,130,8
Hit,2.552302,388.836,140,7
Hit,3.664803,389.949,140,7
Miss,4.725141,391.0096,150,6
Start,0.433532,392.869,0,21
Hit,1.30888,393.7448,10,20
Hit,2.208815,394.6451,20,19
Hit,3.176946,395.6137,30,18
Hit,4.144269,396.5815,40,17
Hit,5.078989,397.5165,50,16
Hit,6.17773,398.6159,70,14
Hit,7.279054,399.7173,80,13
Miss,8.280153,400.7182,90,12
Start,0.5222898,401.3275,90,12
Hit,1.609945,402.4158,100,11
Miss,2.613382,403.4197,110,10
Start,0.3869388,403.865,110,10
Hit,1.474371,404.9528,110,10
Hit,2.514627,405.9938,130,8
Hit,3.625853,407.1055,130,8
Hit,4.738606,408.2188,130,8
Hit,5.600606,409.0812,140,7
Hit,6.614907,410.096,140,7
Hit,7.568664,411.0506,150,6
Hit,8.584648,412.067,150,6
Hit,9.598837,413.0815,150,6
Hit,10.61665,414.0997,150,6
Hit,15.35843,418.8415,170,4
Hit,20.12237,423.6034,180,3
Hit,20.93057,424.4109,180,3
Hit,21.73712,425.2178,180,3
Hit,22.49663,425.9771,190,2
Hit,23.30448,426.7847,190,2
Hit,24.11436,427.5943,190,2
Hit,24.87444,428.354,200,1
Clear,25.35648,428.8363,210,0
Start,3.265158,434.0677,210,21
Hit,4.140238,434.9429,210,21
Hit,5.040221,435.8429,210,21
Hit,5.939497,436.7424,220,20
Hit,6.840293,437.6429,230,19
Hit,7.808333,438.612,240,18
Hit,8.775975,439.58,250,17
Hit,9.744184,440.5485,260,16
Miss,10.75967,441.5646,280,14
Start,0.3917791,442.0387,280,14
Hit,1.405901,443.0535,290,13
Hit,2.374689,444.0225,300,12
Miss,3.241673,444.8898,320,10
Start,0.4659692,447.1501,0,21
Hit,1.339698,448.0244,10,20
Hit,2.238412,448.9237,20,19
Hit,3.207282,449.8934,30,18
Hit,4.176408,450.8639,40,17
Hit,5.110233,451.7982,50,16
Miss,6.260503,452.9486,70,14
Start,0.5118716,453.5466,70,14
Hit,1.525952,454.5605,80,13
Hit,2.494169,455.5294,90,12
Hit,3.326721,456.3625,110,10
Hit,4.011538,457.0478,120,9
Hit,4.747837,457.7843,130,8
Hit,5.531239,458.5681,130,8
Hit,6.314145,459.3512,130,8
Miss,7.15852,460.196,140,7
Start,0.695548,460.9811,140,7
Hit,1.781446,462.0667,140,7
Hit,2.821977,463.1081,160,5
Hit,3.933506,464.2204,160,5
Miss,4.962337,465.2498,170,4
Start,0.3125079,465.624,170,4
Hit,1.399846,466.7111,170,4
Hit,2.407942,467.719,180,3
Miss,3.497132,468.8084,180,3
Start,0.4395185,470.4279,0,21
Miss,1.361605,471.3508,10,20
Start,0.4677759,471.9012,10,20
Hit,1.410331,472.844,20,19
Hit,2.310303,473.7447,30,18
Hit,3.350152,474.7852,50,16
Hit,4.318686,475.7541,60,15
Miss,5.477971,476.9132,70,14
Start,0.8833047,477.8784,70,14
Miss,2.136985,479.1325,90,12
Start,0.5035425,479.7188,90,12
Hit,1.589811,480.8055,90,12
Hit,2.490797,481.7073,100,11
Miss,3.794735,483.0126,170,8
Start,0.520323,485.5825,0,21
Hit,1.392759,486.455,10,20
Miss,2.341678,487.4047,20,19
Start,0.4553381,487.9421,20,19
Hit,1.397753,488.8847,30,18
Hit,2.261279,489.748,40,17
Hit,3.06141,490.5489,50,16
Miss,3.904107,491.3914,60,15
Start,0.309597,491.7747,60,15
Hit,1.323995,492.7893,70,14
Hit,2.452011,493.9184,80,13
Miss,3.961273,495.4286,90,12
Start,0.1703951,495.721,90,12
Miss,1.305819,496.8571,100,11
Start,0.5237697,498.5771,0,21
Hit,1.398594,499.4523,10,20
Hit,2.29739,500.3521,20,19
Hit,3.26661,501.3213,30,18
Hit,4.23404,502.2893,40,17
Hit,5.16927,503.2248,50,16
Hit,6.267499,504.3237,70,14
Hit,7.368702,505.4262,80,13
Hit,8.320292,506.3791,90,12
Miss,9.31834,507.3773,100,11
Start,0.48559,507.9496,100,11
Miss,1.618585,509.0829,110,10
Start,0.2972969,509.4628,110,10
Hit,1.38329,510.5493,110,10
Hit,2.351152,511.5169,120,9
Miss,3.365964,512.5319,130,8
Start,0.3999366,513.014,130,8
Hit,1.486696,514.1009,130,8
Hit,2.524912,515.139,150,6
Hit,3.637933,516.2536,150,6
Hit,4.748739,517.3644,150,6
Miss,5.838856,518.4552,170,4
