Type,Time,AllTime,Score,Block
Start,0.3310567,0.3300527,0,21
Hit,1.205548,1.205548,10,20
Type,Time,AllTime,Score,Block
Start,0.8203695,0.8196505,0,21
Hit,1.695369,1.695369,10,20
Hit,2.595447,2.595447,20,19
Hit,3.562373,3.562373,30,18
Hit,4.531527,4.531527,40,17
Type,Time,AllTime,Score,Block
Start,1.928141,1.927142,0,21
Hit,2.801729,2.801729,10,20
Hit,3.701166,3.701166,20,19
Hit,4.668104,4.668104,30,18
Hit,5.636431,5.636431,40,17
Hit,6.571358,6.571358,50,16
Hit,7.67144,7.67144,70,14
Hit,8.770403,8.770403,80,13
Miss,9.773066,9.771399,90,12
Start,0.4684805,10.32771,90,12
Hit,1.554397,11.41364,100,11
Miss,2.558804,12.41804,110,10
Start,0.4758609,12.95198,110,10
Hit,1.562009,14.03812,110,10
Hit,2.601976,15.07809,130,8
Hit,3.713074,16.18921,130,8
Miss,4.872196,17.34833,130,8
Start,0.4652149,17.89646,130,8
Hit,1.551179,18.98245,130,8
Hit,2.560656,19.99193,140,7
Hit,3.740852,21.17215,160,5
Hit,4.915936,22.34724,170,4
Hit,6.371669,23.80292,170,4
Hit,7.828013,25.2593,170,4
Hit,9.284829,26.71608,170,4
Miss,10.80303,28.23432,170,4
Start,0.430527,30.89035,0,21
Hit,1.30517,31.76499,10,20
Hit,2.204885,32.66475,20,19
Hit,3.173012,33.6329,30,18
Hit,4.140962,34.60084,40,17
Hit,5.083186,35.54297,50,16
Miss,6.169239,36.62903,70,14
Start,0.3965746,37.10541,70,14
Hit,1.411959,38.12082,80,13
Miss,2.608362,39.31719,90,12
Start,0.2740525,39.71321,90,12
Hit,1.361659,40.80077,90,12
Miss,2.24653,41.68565,110,10
Start,0.4460449,42.19214,110,10
Hit,1.532797,43.27888,110,10
Hit,2.572426,44.31852,130,8
Hit,3.684028,45.43023,130,8
Miss,4.771647,46.51788,140,7
Start,0.6343788,48.88589,0,21
Hit,1.508854,49.76037,10,20
Hit,2.407798,50.65936,20,19
Hit,3.37695,51.62851,30,18
Hit,4.345706,52.59732,40,17
Hit,5.279394,53.53096,50,16
Hit,6.415782,54.66737,70,14
Miss,6.427119,54.6787,70,14
Start,0.4684886,55.20583,70,14
Hit,1.483319,56.22057,80,13
Hit,2.450787,57.18806,90,12
Hit,3.284399,58.02166,110,10
Hit,3.968941,58.7062,120,9
Miss,4.830194,59.56752,130,8
Start,1.857666,61.48676,130,8
Hit,2.942627,62.57169,130,8
Miss,4.024697,63.6537,140,7
Start,0.3685136,64.11768,140,7
Hit,1.45528,65.20435,140,7
Miss,2.542692,66.29173,160,5
Start,0.4936858,68.4062,0,21
Hit,1.369385,69.28203,10,20
Hit,2.268656,70.18135,20,19
Hit,3.236357,71.14915,30,18
Hit,4.205296,72.11819,40,17
Miss,5.189074,73.10189,50,16
Start,0.3621825,73.54996,50,16
Hit,1.375922,74.56376,60,15
Miss,2.572973,75.76077,70,14
Start,0.4421172,76.32624,70,14
Hit,1.527579,77.41175,80,13
Hit,2.567078,78.45126,90,12
Hit,3.606319,79.49042,100,11
Miss,4.623515,80.50762,120,9
Start,0.497358,81.08582,120,9
Hit,1.58275,82.17113,120,9
Miss,2.669788,83.25822,140,7
Start,0.2854643,85.25444,0,21
Hit,1.159608,86.12862,10,20
Hit,2.061038,87.03011,20,19
Hit,3.028362,87.99752,30,18
Hit,3.995499,88.96458,40,17
Hit,4.931205,89.90009,50,16
Hit,6.031193,91.00024,70,14
Hit,7.131256,92.10021,80,13
Hit,8.082808,93.05173,90,12
Miss,9.081714,94.05064,100,11
Start,1.342485,95.47864,100,11
Hit,2.429864,96.56596,110,10
Miss,3.432324,97.56833,120,9
Start,0.4668974,98.09389,120,9
Hit,1.551186,99.17811,120,9
Hit,2.592913,100.2198,140,7
Hit,3.336249,100.9631,150,6
Hit,3.976871,101.6038,160,5
Hit,4.668963,102.2958,170,4
Hit,5.411158,103.038,180,3
Hit,6.203104,103.83,180,3
Hit,6.995465,104.6223,180,3
Hit,7.740955,105.3679,190,2
Hit,8.432106,106.0591,200,1
Hit,9.22497,106.8519,200,1
Hit,10.01698,107.644,200,1
Hit,10.81489,108.4419,200,1
Hit,10.86481,108.4918,200,1
Hit,12.16297,109.79,200,1
Miss,13.49819,111.1252,200,1
Start,0.833765,112.0537,200,1
Hit,1.918046,113.1379,200,1
Miss,3.078654,114.2983,200,1
Type,Time,AllTime,Score,Block
Start,0.1667669,0.1661103,0,21
Hit,1.040312,1.040312,10,20
Hit,1.940803,1.940803,20,19
Hit,2.907051,2.907051,30,18
Type,Time,AllTime,Score,Block
Type,Time,AllTime,Score,Block
Start,0.6343955,0.6326317,0,21
Hit,1.506795,1.506795,10,20
Hit,2.406752,2.406752,20,19
