Type,Time,AllTime,Score,Block
Start,1.620313,1.618125,0,21
Hit,2.782792,2.782792,10,20
Hit,3.97907,3.97907,20,19
Hit,5.27091,5.27091,30,18
Hit,6.450888,6.450888,50,16
Hit,7.443141,7.443141,60,15
Hit,8.530745,8.530745,70,14
Hit,9.695499,9.695499,80,13
Hit,10.70351,10.70351,90,12
Hit,11.70963,11.70963,100,11
Miss,13.93329,13.93116,120,9
Start,0.9700664,15.1083,120,9
Hit,2.31998,16.45822,130,8
Miss,3.768696,17.90691,140,7
Start,0.5566612,18.57189,140,7
Hit,2.002233,20.01742,150,6
Miss,3.547386,21.56255,150,6
Start,0.5253244,22.19609,150,6
Hit,1.972504,23.6433,150,6
Hit,3.45261,25.12338,160,5
Hit,4.932111,26.60286,160,5
Miss,6.476071,28.14681,170,4
Start,0.5261221,31.05087,0,21
Hit,1.689752,32.21449,10,20
Hit,2.886011,33.41082,20,19
Hit,4.177701,34.70254,30,18
Hit,5.356214,35.88111,50,16
Hit,6.359864,36.88472,60,15
Hit,7.677883,38.20274,70,14
Hit,8.740029,39.26495,80,13
Miss,9.77831,40.30327,90,12
Start,0.3780564,40.76393,90,12
Hit,1.729026,42.1149,100,11
Hit,3.020999,43.40694,110,10
Hit,4.858863,45.24475,120,9
Miss,4.944236,45.33014,120,9
Start,0.8966581,46.39548,120,9
Hit,2.344071,47.84296,130,8
Hit,3.82399,49.32289,130,8
Miss,5.083018,50.58193,140,7
Start,0.2878961,50.97873,140,7
Hit,1.734119,52.42503,140,7
Hit,3.11808,53.80898,160,5
Hit,4.597623,55.28857,160,5
Hit,6.07823,56.76918,160,5
Hit,7.369387,58.06027,170,4
Hit,10.45786,61.14875,180,3
Hit,13.10538,63.79627,180,3
Hit,18.68418,69.37499,200,1
Clear,23.05171,73.74293,210,0
Start,0.6943616,77.10751,210,21
Hit,1.856476,78.26962,210,21
Hit,3.052625,79.46589,210,21
Hit,4.248034,80.66128,220,20
Hit,5.444488,81.85786,230,19
Hit,6.736041,83.14948,240,18
Hit,8.028191,84.44156,260,16
Miss,9.383237,85.79677,270,15
Type,Time,AllTime,Score,Block
Start,0.3382905,0.3359899,0,21
Hit,1.499908,1.499908,10,20
Hit,2.696826,2.696826,20,19
Hit,3.988708,3.988708,30,18
Hit,5.168779,5.168779,50,16
Hit,6.160844,6.160844,60,15
Hit,7.248417,7.248417,70,14
Hit,8.411975,8.411975,80,13
Hit,9.420592,9.420592,90,12
Hit,10.42871,10.42871,100,11
Hit,11.67203,11.67203,110,10
Hit,12.83576,12.83576,120,9
Type,Time,AllTime,Score,Block
Start,0.3698007,0.3676408,0,21
Hit,1.531974,1.531974,10,20
Hit,2.728722,2.728722,20,19
Hit,4.0205,4.0205,30,18
Hit,5.200449,5.200449,50,16
Hit,6.192091,6.192091,60,15
Hit,7.280682,7.280682,70,14
Hit,8.444348,8.444348,80,13
Miss,9.505686,9.50526,90,12
Start,1.28247,10.88115,90,12
Hit,2.634163,12.23285,100,11
Hit,3.924232,13.52288,110,10
Hit,5.21754,14.81616,120,9
Hit,7.756018,17.35463,130,8
Hit,10.46742,20.06598,140,7
Hit,12.42947,22.02806,150,6
Hit,14.15666,23.75522,160,5
Hit,15.67602,25.27459,180,3
Hit,17.00207,26.60067,190,2
Hit,18.33838,27.93698,190,2
Hit,19.66808,29.26667,190,2
Hit,20.99604,30.59464,190,2
Hit,22.3233,31.9219,190,2
Hit,23.65118,33.24979,190,2
Hit,24.97969,34.57833,190,2
Miss,26.36581,35.96442,190,2
Start,12.57759,48.64035,190,2
Hit,14.02407,50.08683,190,2
Hit,15.50389,51.56668,190,2
Hit,16.79576,52.85855,200,1
Hit,18.27509,54.33791,200,1
Hit,19.75596,55.81875,200,1
Type,Time,AllTime,Score,Block
Start,0.795826,0.7953001,0,21
Hit,1.959175,1.959175,10,20
Hit,3.155372,3.155372,20,19
Hit,4.445632,4.445632,30,18
Hit,5.626611,5.626611,50,16
Hit,6.619185,6.619185,60,15
Hit,7.706561,7.706561,70,14
Hit,9.750694,9.750694,100,11
