Type,Time,AllTime,Score,Block
Start,2.122286,2.121715,0,21
Hit,2.996483,2.996483,10,20
Hit,3.900463,3.900463,20,19
Miss,4.63413,4.632665,30,18
Start,0.8259094,5.522148,30,18
Miss,1.814792,6.51103,40,17
Start,0.4398313,7.034472,40,17
Hit,1.457947,8.052581,50,16
Miss,1.531373,8.126007,50,16
Start,0.5177581,8.786103,50,16
Miss,1.650643,9.918977,60,15
Start,1.391812,14.5955,0,21
Miss,2.314208,15.51788,10,20
Start,0.5553257,16.15662,10,20
Hit,1.497192,17.09847,20,19
Miss,2.44435,18.04563,30,18
Start,0.3238988,18.45153,30,18
Miss,1.385915,19.51356,40,17
Start,0.2555187,19.85157,40,17
Miss,1.389483,20.9855,50,16
Start,0.6024013,24.79484,0,21
Hit,1.476517,25.66895,10,20
Hit,2.396128,26.58859,20,19
Hit,2.398877,26.59134,20,19
Miss,2.43199,26.62446,20,19
Start,0.8681093,27.60345,20,19
Hit,1.815769,28.55115,30,18
Miss,2.557345,29.29274,40,17
Start,0.389252,29.74582,40,17
Miss,1.452005,30.80855,50,16
Start,0.3372676,31.22776,50,16
Miss,1.470872,32.36135,60,15
