Type,Time,AllTime,Score,Block
Start,2.974427,2.972581,0,21
Hit,5.589492,5.589492,10,20
Hit,8.277487,8.277487,20,19
Hit,11.17641,11.17641,30,18
Hit,14.07714,14.07714,40,17
Hit,16.53491,16.53491,50,16
Hit,18.73345,18.73345,60,15
Hit,21.27931,21.27931,70,14
Hit,23.4794,23.4794,80,13
Hit,25.85106,25.85106,90,12
Hit,28.57054,28.57054,90,12
Hit,31.1148,31.1148,100,11
Hit,33.83542,33.83542,100,11
Hit,36.55431,36.55431,110,10
Hit,38.92725,38.92725,120,9
Hit,41.62211,41.62211,130,8
Hit,44.82323,44.82323,150,6
Hit,47.21909,47.21909,150,6
Hit,49.15549,49.15549,160,5
Hit,51.24336,51.24336,170,4
Hit,54.07076,54.07076,180,3
Hit,57.71158,57.71158,180,3
Hit,61.11966,61.11966,190,2
Hit,64.52764,64.52764,200,1
Hit,68.16685,68.16685,200,1
Hit,71.80788,71.80788,200,1
Hit,75.44654,75.44654,200,1
Hit,79.08626,79.08626,200,1
Hit,82.72662,82.72662,200,1
Clear,84.53202,84.53202,210,0
Start,1.661818,91.55634,210,21
Hit,4.276232,94.17072,210,21
Hit,6.964423,96.85889,210,21
Hit,9.653326,99.54768,220,20
Hit,12.34143,102.2361,230,19
Hit,15.23977,105.1344,240,18
Hit,18.14148,108.0359,250,17
Hit,21.04165,110.9362,260,16
Hit,23.94055,113.8351,280,14
Hit,26.8404,116.735,290,13
Hit,29.95347,119.8481,310,11
Hit,33.06524,122.96,320,10
Hit,36.17731,126.0721,330,9
Hit,38.8643,128.7591,340,8
Hit,41.97728,131.872,360,6
Hit,45.08932,134.9845,370,5
Hit,48.41157,138.3072,370,5
Hit,51.73751,141.6327,380,4
Hit,55.06063,144.9553,380,4
Hit,58.1735,148.0687,390,3
Hit,61.00576,150.9007,400,2
Hit,64.13492,154.0301,410,1
Clear,65.70116,155.5969,420,0
Start,0.9844307,158.818,420,28
Hit,3.387022,161.2204,430,27
Hit,5.861936,163.6957,440,26
Hit,8.339507,166.1735,450,25
Hit,10.81551,168.6495,460,24
Miss,13.43412,171.2681,470,23
Start,0.4567861,171.9696,470,23
Hit,3.070225,174.5833,480,22
Hit,5.546628,177.06,490,21
Hit,8.445955,179.9591,500,20
Hit,11.13465,182.6477,510,19
Hit,14.24485,185.7573,520,18
Hit,16.63654,188.1494,530,17
Hit,18.70817,190.2208,540,16
Hit,20.78045,192.293,550,15
Hit,23.0127,194.5253,560,14
Hit,26.94942,198.4614,580,12
Hit,32.81839,204.3304,600,10
Hit,36.98353,208.4953,620,8
Hit,39.31972,210.8311,630,7
Hit,41.81578,213.3272,630,7
Hit,43.99206,215.5037,640,6
Hit,46.48778,218,640,6
Hit,48.81853,220.3307,650,5
Hit,51.3027,222.8148,650,5
Hit,53.46613,224.9784,660,4
Hit,55.94912,227.4614,660,4
Hit,58.27331,229.786,670,3
Hit,60.75685,232.27,670,3
Hit,63.24226,234.7557,670,3
Hit,65.56647,237.0801,680,2
Hit,68.0502,239.5637,680,2
Hit,71.50641,243.0202,690,1
Clear,74.03736,245.5513,700,0
Start,0.9665315,248.5009,700,28
Hit,3.366711,250.9012,700,28
Hit,5.882425,253.4165,720,26
Hit,8.394485,255.9285,730,25
Hit,11.33374,258.8644,740,24
Hit,14.27398,261.802,760,22
Hit,17.21254,264.737,770,21
Hit,20.36982,267.8905,790,19
Hit,23.5266,271.0432,810,17
Hit,26.89684,274.4106,820,16
Hit,30.26991,277.7821,830,15
Hit,36.17654,283.6906,910,7
Hit,38.65573,286.1729,910,7
Hit,41.13649,288.6562,910,7
Hit,45.08051,292.6039,930,5
Hit,49.62635,297.1547,940,4
Hit,56.43472,303.9663,960,2
Hit,62.59002,310.1245,960,2
Hit,68.74606,316.2801,970,1
Hit,74.90145,322.4341,970,1
Hit,81.05876,328.5931,970,1
Hit,87.21448,334.7499,970,1
Clear,90.00163,337.5363,980,0
Start,0.7921065,340.324,980,35
Hit,2.983323,342.5166,990,34
Hit,5.184931,344.7199,1000,33
Hit,7.360452,346.8953,1010,32
Hit,9.936227,349.4707,1020,31
Hit,12.91223,352.4455,1030,30
Hit,15.88897,355.4219,1040,29
Hit,19.14546,358.6783,1040,29
Hit,22.39594,361.9291,1040,29
Miss,25.83883,365.3729,1040,29
Start,0.4054393,366.1013,1040,29
Hit,2.808673,368.5024,1040,29
Hit,5.284142,370.9758,1050,28
Hit,7.76034,373.4518,1060,27
Hit,10.02474,375.716,1070,26
Hit,12.50062,378.1907,1070,26
Hit,14.97675,380.6659,1080,25
Hit,17.45276,383.1404,1080,25
Hit,19.92764,385.614,1090,24
Hit,22.96868,388.6554,1130,20
Hit,25.86885,391.5555,1150,18
Hit,28.76855,394.4556,1160,17
Hit,31.88087,397.5696,1170,16
Hit,34.85959,400.5485,1180,15
Miss,34.90946,400.5985,1180,15
Start,0.7509126,401.5517,1180,15
Hit,3.153835,403.9582,1190,14
Hit,5.668088,406.4727,1190,14
Hit,8.607868,409.4138,1210,12
Hit,11.97997,412.7877,1210,12
Hit,15.34378,416.1525,1210,12
Hit,18.48382,419.2929,1220,11
Hit,21.83611,422.6467,1220,11
Hit,25.18812,426.0001,1220,11
Hit,28.53894,429.3531,1230,10
Hit,31.8905,432.7052,1240,9
