1,50,31.84,100,1,0.025,0.95,0.02631579
2,30,3.48,100,2,0,0.85,0
3,25,4.18,120,3,0.05,0.925,0.05405406
4,30,18.36,120,4,0.025,0.825,0.03030303
5,25,19.05,140,5,0,0.975,0
6,30,33.23,140,6,0,0.5,0
1,50,31.84,100,1,0.025,0.875,0.02857143
