ballspeed,8
starttime,63638032
start,63644634
hit,6.364614E+07,speed,34.00095
hit,6.364769E+07,speed,34.00095
hit,6.36488E+07,speed,34.00095
hit,6.364991E+07,speed,34.00095
hit,6.365111E+07,speed,34.00095
hit,6.365232E+07,speed,34.00095
hit,6.365342E+07,speed,34.00095
hit,6.365454E+07,speed,34.00095
hit,6.365565E+07,speed,34.00095
hit,6.365745E+07,speed,34.00095
hit,6.365924E+07,speed,34.00095
hit,6.366116E+07,speed,34.00095
hit,6.366308E+07,speed,34.00095
hit,6.366514E+07,speed,34.00095
miss,63667196,speed,34.00095
start,63672583
hit,6.367402E+07,speed,38.62386
hit,6.36757E+07,speed,38.62386
hit,6.367726E+07,speed,39.62766
miss,63678580,speed,39.62766
ballspeed,8
starttime,63922566
start,63935869
hit,6.393737E+07,speed,34.00095
hit,6.393892E+07,speed,34.00096
hit,6.394002E+07,speed,34.00095
hit,6.39412E+07,speed,34.00095
hit,6.394246E+07,speed,34.00095
hit,6.394356E+07,speed,34.00095
miss,63943913,speed,34.00095
start,63945566
miss,63947301,speed,34.39115
start,63953332
hit,6.395506E+07,speed,34.453
hit,6.39567E+07,speed,34.453
hit,6.395859E+07,speed,34.453
miss,63960086,speed,34.453
ballspeed,8
starttime,64038933
start,64045484
hit,6.4047E+07,speed,33.99905
hit,6.404854E+07,speed,33.99905
hit,6.40502E+07,speed,33.99905
hit,6.40513E+07,speed,33.99905
hit,6.405246E+07,speed,33.99905
hit,6.405458E+07,speed,33.99905
hit,6.40559E+07,speed,33.99904
hit,6.405718E+07,speed,33.99905
hit,6.405839E+07,speed,32.9976
hit,6.406157E+07,speed,32.9976
miss,64066280,speed,31.99733
start,64071478
hit,6.40735E+07,speed,31.73427
hit,6.407554E+07,speed,31.73427
hit,6.40775E+07,speed,30.73316
hit,6.407974E+07,speed,30.73316
hit,6.40826E+07,speed,29.73038
hit,6.408561E+07,speed,27.72759
hit,6.408725E+07,speed,27.72759
hit,6.408917E+07,speed,26.72471
hit,6.409119E+07,speed,25.71974
hit,6.40912E+07,speed,25.71974
hit,6.409122E+07,speed,25.71974
stage1finishtime,6.40949E+07
stage1life,2
starttime,64095884
start,64103410
