ballspeed,9
starttime,64261025
start,64261675
hit,6.426319E+07,speed,33.99713
hit,6.426437E+07,speed,33.99713
miss,64265666,speed,33.99713
start,64270005
hit,6.427169E+07,speed,32.99846
hit,6.427342E+07,speed,31.99419
hit,6.427538E+07,speed,29.9799
hit,6.427744E+07,speed,27.96031
miss,64283469,speed,15.63697
start,64283959
ballspeed,9
starttime,81019252
ballspeed,9
starttime,81037903
start,81038884
hit,8.104038E+07,speed,35.00528
miss,81047555,speed,35.00528
start,81052862
hit,8.105445E+07,speed,35.00528
hit,8.105594E+07,speed,35.00528
hit,8.105768E+07,speed,35.00528
hit,8.10593E+07,speed,35.00528
hit,8.106115E+07,speed,35.00528
hit,8.106514E+07,speed,10
hit,8.107778E+07,speed,9.8512
hit,8.109025E+07,speed,9.74027
hit,8.110454E+07,speed,9.74027
hit,8.112009E+07,speed,9.74027
hit,8.11201E+07,speed,9.74027
hit,8.112539E+07,speed,9.211497
hit,8.11309E+07,speed,9.211497
hit,8.113715E+07,speed,9.211497
hit,8.114338E+07,speed,10
hit,8.114985E+07,speed,9.865559
hit,8.115631E+07,speed,9.50478
stage1finishtime,8.115938E+07
stage1life,2
