a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.3181818,0,0,0,0,0.3181818
try1,0.35,0,0,0,0,0.3414634
try2,0.3333333,0,0,0,0,0.3442623
try3,0.4117647,0,0,0,0,0.3636364
try4,0.35,0,0,0,0,0.3645833
try5,0.3181818,0,0,0,0,0.3589744
try6,0.2592593,0,0,0,0,0.3426574
try7,0.4117647,0,0,0,0,0.3522013
try8,0.3043478,0,0,0,0,0.3480663
try9,0.35,0,0,0,0,0.35
try10,0.5714286,0,0,0,0,0.3592233
