a7,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.3888889,0,0,0,0,0.3888889
try1,0,0.03773585,0.01428571,0,0,0.07070707
try2,0,0.02173913,0,0,0,0.05246913
