a2,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0.07692308,0,0,0,0.09859155
try1,0.1707317,0,0,0,0,0.1261261
try2,0.14,0,0,0,0,0.13125
try3,0,0.1923077,0,0,0,0.1176471
try4,0.1346154,0,0,0,0,0.1211073
try5,0.1428571,0,0,0,0,0.1246291
try6,0,0.07142857,0,0,0,0.1225
try7,0.1590909,0,0,0,0,0.1264108
try8,0,0.05405406,0,0,0,0.1173184
try9,0.1555556,0,0,0,0,0.1204819
try10,0.1944444,0,0,0,0,0.125
try11,0.1842105,0,0,0,0,0.1286371
