Time,Score
0,0
57.7414,210
61.8043,210
77.10607,260
79.76579,0
125.7108,170
130.6036,0
189.5676,190
190.7776,0
238.4433,210
240.1331,210
267.5841,290
269.5801,0
328.6978,180
342.2847,0
398.4161,200
399.6227,0
461.37,210
463.0185,210
479.4552,260
480.9454,0
529.4726,180
533.0092,0
609.439,210
611.4487,210
651.9572,410
657.6784,0
706.2897,180
707.7726,0
747.8362,140
750.1172,0
790.9319,160
792.8958,160
