Time,Stage
0,1
62.43563,1
65.9126,2
135.7713,2
137.1131,3
156.8265,0
159.1573,1
215.9211,0
217.33,1
309.611,1
312.1408,2
379.7556,0
383.624,1
463.2899,0
464.6482,1
547.9478,1
549.6873,2
627.4138,2
629.7844,3
678.6198,0
681.411,1
769.0131,1
771.0818,2
853.3175,2
854.6663,3
900.0001,3
