a3,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0.7,1.041667,0,0,0.8529412
try1,0,1.181818,0,0,0,0.7510204
try2,0.7826087,0,0,0,0,0.7586207
