Time,Score
0,0
69.6345,70
71.74006,0
222.4098,210
226.5623,210
431.7383,420
433.1366,420
584.0607,700
585.4689,700
589.9725,700
594.5297,0
793.076,210
794.9302,210
900.0012,380
