Time,Score
0,0
71.18557,170
75.47342,0
127.456,130
128.572,0
202.7069,100
203.8469,0
267.1187,110
268.2972,0
293.9048,60
295.4793,0
321.8916,80
323.043,0
376.9673,110
378.0884,0
428.1169,120
429.2163,0
485.0556,130
487.8802,0
539.8548,140
541.2703,0
593.2088,150
594.7025,0
673.527,90
675.0249,0
736.3458,120
738.0514,120
