Time,Score
0,0
23.31416,90
25.24135,0
51.03394,110
52.20005,0
74.99996,90
76.37315,0
98.73897,80
100.0264,0
123.5404,80
132.9577,0
175.5817,130
177.151,0
213.9199,130
215.1531,0
233.8443,100
235.1117,0
288.477,110
292.1263,0
317.5144,100
319.0852,0
325.1591,20
