a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0.2692308,0,0,0,0,0.2692308
try1,0.25,0,0,0,0,0.2592593
try2,0.368421,0,0,0,0,0.2876712
try3,0.3181818,0,0,0,0,0.2947369
try4,0.3043478,0,0,0,0,0.2966102
try5,0.21875,0,0,0,0,0.28
try6,0.2258064,0,0,0,0,0.2707182
try7,0.28,0,0,0,0,0.2718447
try8,0.2333333,0,0,0,0,0.2669491
try9,0.2592593,0,0,0,0,0.2661597
try10,0.8,0,0,0,0,0.2761194
