a5,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,0,0,0.1176471,0,0,0.06481481
try1,0.21875,0,0,0,0,0.1
try2,0,0.08510638,0,0,0,0.09170305
try3,0.175,0,0,0,0,0.1040892
try4,0,0.02380952,0.09302326,0,0,0.08684863
try5,0,0.02380952,0.07407407,0,0,0.07869482
