a1,Stage1,Stage2,Stage3,Stage4,Stage5,AllStage
try0,1.181818,0,0,0,0,1.181818
try1,1.4,0,0,0,0,1.317073
try2,0.9047619,0,0,0,0,1.196721
try3,1.294118,0,0,0,0,1.233766
try4,1.15,0,0,0,0,1.229167
try5,1.454545,0,0,0,0,1.282051
try6,1.148148,0,0,0,0,1.265734
try7,1.470588,0,0,0,0,1.295597
try8,1.304348,0,0,0,0,1.303867
try9,1.35,0,0,0,0,1.315
try10,0.7142857,0,0,0,0,1.300971
