Time,Score
0,0
62.43563,210
65.9126,210
135.7713,420
137.1131,420
156.8265,500
159.1573,0
215.9211,140
217.33,0
309.611,210
312.1408,210
379.7556,410
383.624,0
463.2899,200
464.6482,0
547.9478,210
549.6873,210
627.4138,420
629.7844,420
678.6198,630
681.411,0
769.0131,210
771.0818,210
853.3175,420
854.6663,420
900.0001,530
